YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2013,1058682,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1059869,4103,1000000,1007549,NULL,30,2,20,NULL,1,720,1,1,NULL,50,NULL,136000,3,NULL,NULL,NULL,NULL,1,6,24000,1,6,41,824,15,NULL,?
2013,1063398,4103,1000000,1007549,NULL,150,2,2,NULL,2,890,2,1,NULL,NULL,NULL,165000,3,1,112340,NULL,NULL,1,1,112340,1,5,13,1182,15,1,?
2013,1068379,4103,1000000,1007549,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,270,NULL,NULL,NULL,8,NULL,NULL,390,29,1,6,16200,1,1,NULL,NULL,NULL,NULL,?
2013,1068590,4103,1000000,1007549,NULL,280,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,270000,6,2,219930,NULL,NULL,1,1,219930,1,2,8,1510,47,3,?
2013,1071298,4103,1000000,1007549,NULL,90,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,1,1,75000,NULL,NULL,1,1,75000,1,5,6,396,27,1,?
2013,1073605,4103,1000000,1007549,NULL,100,1,3,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,5,2,40000,858,26,4,1,40000,1,2,NULL,NULL,NULL,3,?
2013,1076518,4103,1000000,1007549,NULL,80,2,40,NULL,1,950,1,1,NULL,NULL,NULL,200000,1,NULL,NULL,NULL,NULL,1,6,0,1,5,NULL,1137,27,NULL,?
2013,1077547,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1078051,4103,1000000,1007549,NULL,100,2,50,NULL,1,630,1,1,NULL,NULL,NULL,165000,3,1,94000,NULL,NULL,1,1,94000,1,7,12,947,20,1,?
2013,1078169,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1081830,4103,1000000,1007549,NULL,70,2,2,NULL,1,550,1,1,NULL,NULL,NULL,175000,6,NULL,NULL,NULL,NULL,1,7,27000,1,6,32,720,9,NULL,?
2013,1085341,4103,1000000,1007549,NULL,110,2,90,NULL,1,1100,1,1,NULL,NULL,NULL,225000,5,7,116100,NULL,NULL,1,3,116100,1,5,14,1307,22,13,?
2013,1085433,4103,1000000,1007549,NULL,120,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,160000,3,2,26500,NULL,NULL,1,1,26500,1,4,11,248,17,3,?
2013,1105009,4103,1000000,1007549,NULL,80,2,130,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,18000,3,NULL,NULL,NULL,NULL,1,6,38000,1,7,11,343,22,NULL,?
2013,1108071,4103,1000000,1007549,NULL,70,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,3,NULL,NULL,NULL,NULL,1,4,16800,1,7,21,288,24,NULL,?
2013,1111569,4103,1000000,1007549,NULL,20,2,2,NULL,NULL,NULL,NULL,NULL,520,NULL,NULL,NULL,3,NULL,NULL,540,31,1,7,21000,1,1,NULL,NULL,NULL,NULL,?
2013,1113638,4103,1000000,1007549,NULL,60,2,70,NULL,1,1000,1,1,NULL,NULL,NULL,167000,4,NULL,NULL,NULL,NULL,1,6,88040,1,3,16,1188,23,NULL,?
2013,1122705,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1124571,4103,1000000,1007549,NULL,130,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,160000,5,NULL,NULL,NULL,NULL,1,4,130000,1,5,2,259,15,NULL,?
2013,1125482,4103,1000000,1007549,NULL,170,2,110,NULL,1,1200,1,1,NULL,130,NULL,180000,4,1,72200,NULL,NULL,1,1,72200,1,5,29,1743,19,1,?
2013,1125851,4103,1000000,1007549,NULL,160,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,4,2,70000,NULL,NULL,1,1,70000,1,4,6,331,18,3,?
2013,1135908,4103,1000000,1007549,NULL,60,2,10,NULL,1,980,1,1,NULL,NULL,NULL,180000,1,NULL,NULL,NULL,NULL,1,4,100000,1,3,13,1051,14,NULL,?
2013,1136086,4103,1000000,1007549,NULL,120,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,280000,1,1,87000,NULL,NULL,1,1,87000,1,3,19,1353,18,1,?
2013,1136217,4103,1000000,1007549,NULL,270,2,2,NULL,1,1000,1,1,NULL,NULL,NULL,180000,4,3,95500,NULL,NULL,1,1,95500,1,6,18,1412,18,7,?
2013,1137512,4103,1000000,1007549,NULL,330,2,330,NULL,1,1000,1,1,NULL,NULL,NULL,165000,5,1,47800,NULL,NULL,1,1,47800,1,1,42,1688,42,1,?
2013,1144490,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1145014,4103,1000000,1007549,NULL,50,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,3,NULL,NULL,NULL,NULL,3,6,9600,1,7,25,203,14,NULL,?
2013,1156282,4103,1000000,1007549,NULL,30,1,30,400,2,300,2,1,NULL,NULL,NULL,25000,7,7,21400,NULL,NULL,1,3,43440,1,3,12,442,5,13,?
2013,1157079,4103,1000000,1007549,NULL,30,1,2,NULL,NULL,NULL,NULL,NULL,430,NULL,NULL,NULL,7,7,10600,460,52,1,3,10600,1,2,NULL,NULL,NULL,13,?
2013,1160564,4103,1000000,1007549,NULL,40,1,90,NULL,2,650,2,1,NULL,NULL,NULL,120000,4,NULL,NULL,NULL,NULL,1,6,11600,1,5,92,887,14,NULL,?
2013,1160586,4103,1000000,1007549,NULL,70,2,100,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,4,8,35520,NULL,NULL,1,3,35520,1,7,12,345,19,15,?
2013,1161699,4103,1000000,1007549,NULL,170,2,2,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,1,7,17000,801,18,1,3,52000,1,4,NULL,NULL,NULL,13,?
2013,1163235,4103,1000000,1007549,NULL,240,2,2,NULL,NULL,NULL,NULL,NULL,340,NULL,NULL,NULL,8,1,40000,580,17,1,1,40000,1,3,NULL,NULL,NULL,1,?
2013,1164278,4103,1000000,1007549,NULL,90,2,60,NULL,1,820,1,1,NULL,NULL,NULL,160000,3,NULL,NULL,NULL,NULL,1,6,44000,1,5,28,1032,22,NULL,?
2013,1169412,4103,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,98000,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1169607,4103,1000000,1007549,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1175979,4103,1000000,1007549,NULL,60,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,3,4,146400,NULL,NULL,1,1,146400,1,7,4,514,21,9,?
2013,1177885,4103,1000000,1007549,NULL,80,2,100,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,145000,1,NULL,NULL,NULL,NULL,1,4,26300,1,7,15,338,13,NULL,?
2013,1178274,4103,1000000,1007549,NULL,70,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,155000,3,4,31000,NULL,NULL,1,1,31000,1,7,8,219,17,9,?
2013,1182264,4103,1000000,1007549,NULL,70,2,100,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,100000,5,2,139800,NULL,NULL,1,1,139800,1,7,3,316,9,3,?
2013,1184226,4103,1000000,1007549,NULL,150,2,150,NULL,2,650,1,1,NULL,NULL,NULL,265000,9,NULL,NULL,NULL,NULL,3,7,50400,1,3,24,1010,34,NULL,?
2013,1185929,4103,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1187913,4103,1000000,1007549,NULL,120,2,2,NULL,1,100,1,1,NULL,NULL,NULL,170,5,7,61400,NULL,NULL,1,3,61400,1,5,6,298,14,13,?
2013,1189573,4103,1000000,1007549,NULL,140,2,2,NULL,1,580,1,1,NULL,NULL,NULL,135000,6,NULL,NULL,NULL,NULL,1,6,33000,1,3,28,765,14,NULL,?
2013,1189783,4103,1000000,1007549,NULL,100,2,2,NULL,1,1100,1,1,NULL,NULL,NULL,190000,5,1,72400,NULL,NULL,1,1,72400,1,2,21,1292,19,1,?
2013,1192098,4103,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1193500,4103,1000000,1007549,NULL,40,2,30,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,4,8,32100,700,26,1,3,32100,1,1,NULL,NULL,NULL,15,?
2013,1196314,4103,1000000,1007549,NULL,60,1,3,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,7,7,23850,810,41,1,3,23850,1,1,NULL,NULL,NULL,13,?
2013,1198890,4103,1000000,1007549,NULL,70,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,220000,4,NULL,NULL,NULL,NULL,1,6,21500,1,7,18,320,20,NULL,?
2013,1203416,4103,1000000,1007549,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,2,NULL,NULL,780,12,1,5,78000,1,2,NULL,NULL,NULL,NULL,?
2013,1207267,4103,1000000,1007549,NULL,150,1,2,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,7,2,28500,900,38,1,1,28500,1,1,NULL,NULL,NULL,6,?
2013,1207752,4103,1000000,1007549,200,80,2,20,NULL,1,600,1,1,NULL,NULL,NULL,99000,6,NULL,NULL,NULL,NULL,1,6,29500,1,7,37,902,14,NULL,?
2013,1211911,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1215788,4103,1000000,1007549,170,30,2,40,NULL,2,400,2,1,NULL,NULL,NULL,60000,4,NULL,NULL,NULL,NULL,1,7,70500,1,4,12,687,7,NULL,?
2013,1221581,4103,1000000,1007549,NULL,190,2,40,NULL,1,1000,1,1,NULL,350,NULL,205000,5,NULL,NULL,NULL,NULL,1,6,15520,1,4,101,1697,23,NULL,?
2013,1223880,4103,1000000,1007549,NULL,120,2,100,NULL,1,200,1,1,NULL,NULL,NULL,380,7,3,33400,NULL,NULL,1,1,33400,1,1,15,427,22,7,?
2013,1224741,4103,1000000,1007549,NULL,50,2,60,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,2,NULL,NULL,NULL,NULL,1,4,38000,1,7,12,381,16,NULL,?
2013,1229236,4103,1000000,1007549,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,2,1,65290,750,14,1,1,65290,1,1,NULL,NULL,NULL,1,?
2013,1230215,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1232957,4103,1000000,1007549,NULL,90,2,20,NULL,2,970,2,1,NULL,NULL,NULL,135000,3,1,57800,NULL,NULL,1,1,57800,1,5,26,1255,15,1,?
2013,1233822,4103,1000000,1007549,NULL,60,2,2,NULL,NULL,NULL,NULL,NULL,510,NULL,NULL,NULL,3,NULL,NULL,602,46,1,6,15700,1,1,NULL,NULL,NULL,NULL,?
2013,1234633,4103,1000000,1007549,NULL,90,2,50,NULL,1,1200,1,1,NULL,NULL,NULL,265000,5,1,160000,NULL,NULL,1,1,160000,1,6,10,1390,30,1,?
2013,1237208,4103,1000000,1007549,NULL,70,2,10,NULL,1,880,1,1,NULL,NULL,NULL,180000,5,1,108320,NULL,NULL,1,1,108320,1,3,11,1025,20,1,?
2013,1242426,4103,1000000,1007549,NULL,300,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,165000,4,2,86500,NULL,NULL,2,1,86500,1,4,23,1650,16,3,?
2013,1245135,4103,1000000,1007549,NULL,50,2,50,NULL,NULL,NULL,NULL,NULL,610,NULL,NULL,NULL,8,2,20000,710,43,3,1,20000,2,2,NULL,NULL,NULL,3,?
2013,1247531,4103,1000000,1007549,NULL,80,2,2,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,6,1,61340,1185,23,1,1,61340,1,1,NULL,NULL,NULL,4,?
2013,1250752,4103,1000000,1007549,NULL,150,2,2,420,2,310,2,1,NULL,NULL,NULL,20000,7,1,60000,NULL,NULL,1,1,60000,1,3,12,595,3,1,?
2013,1251032,4103,1000000,1007549,NULL,60,2,60,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,185000,3,4,52000,NULL,NULL,1,1,52000,1,3,7,291,16,9,?
2013,1255133,4103,1000000,1007549,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,1,1,70010,975,17,1,1,70010,1,3,NULL,NULL,NULL,1,?
2013,1256764,4103,1000000,1007549,160,110,2,2,NULL,2,550,1,1,NULL,NULL,NULL,100000,6,7,33160,NULL,NULL,2,3,34360,1,3,29,839,13,13,?
2013,1257344,4103,1000000,1007549,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,1800,NULL,NULL,NULL,7,NULL,NULL,1800,44,4,7,49000,1,2,NULL,NULL,NULL,NULL,?
2013,1267702,4103,1000000,1007549,NULL,70,2,30,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,1,NULL,NULL,1450,11,1,7,156000,1,1,NULL,NULL,NULL,NULL,?
2013,1275309,4103,1000000,1007549,NULL,40,1,2,NULL,NULL,NULL,NULL,NULL,350,NULL,NULL,NULL,3,NULL,NULL,390,33,1,4,14400,1,1,NULL,NULL,NULL,NULL,?
2013,1278883,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1278951,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1280991,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1286731,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1291898,4103,1000000,1007549,NULL,100,2,2,NULL,1,940,1,1,NULL,NULL,NULL,165000,6,NULL,NULL,NULL,NULL,1,4,41600,1,5,32,1123,17,NULL,?
2013,1297304,4103,1000000,1007549,370,50,2,3,NULL,1,980,1,1,NULL,550,NULL,165000,9,1,84000,NULL,NULL,1,1,84000,1,4,28,1967,10,1,?
2013,1297567,4103,1000000,1007549,NULL,130,2,30,NULL,1,990,1,1,NULL,NULL,NULL,190000,4,3,99300,NULL,NULL,1,1,99300,1,6,16,1333,18,7,?
2013,1300542,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1302139,4103,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1302223,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1304177,4103,1000000,1007549,NULL,50,2,60,4900,2,260,2,1,NULL,NULL,NULL,5000,6,NULL,NULL,NULL,NULL,1,4,16300,1,5,60,820,2,NULL,?
2013,1306984,4103,1000000,1007549,NULL,200,2,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,5,2,34000,1400,49,1,1,34000,1,1,NULL,NULL,NULL,3,?
2013,1308774,4103,1000000,1007549,NULL,60,2,30,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,5,2,293100,1110,5,1,1,293100,1,5,NULL,NULL,NULL,3,?
2013,1309691,4103,1000000,1007549,NULL,330,2,140,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1200000,8,1,911500,NULL,NULL,1,1,911500,1,4,2,1412,62,1,?
2013,1311431,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1311743,4103,1000000,1007549,NULL,220,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,1,5,106700,NULL,NULL,1,2,106700,1,4,4,333,19,10,?
2013,1314025,4103,1000000,1007549,NULL,80,2,30,NULL,1,650,1,1,NULL,NULL,NULL,120000,3,NULL,NULL,NULL,NULL,1,4,57500,1,4,16,763,15,NULL,?
2013,1320915,4103,1000000,1007549,290,40,2,60,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,291000,6,NULL,NULL,NULL,NULL,1,6,12300,1,6,49,502,14,NULL,?
2013,1327723,4103,1000000,1007549,220,110,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,7,1,85000,NULL,NULL,1,1,85000,1,3,5,330,1,1,?
2013,1333550,4103,1000000,1007549,NULL,40,1,1,NULL,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,4,8,23800,190,10,1,3,23800,1,3,NULL,NULL,NULL,15,?
2013,1334954,4103,1000000,1007549,NULL,50,1,50,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,4,8,14504,646,53,1,3,14504,1,3,NULL,NULL,NULL,15,?
2013,1336059,4103,1000000,1007549,NULL,70,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,3,4,77700,NULL,NULL,1,1,77700,1,7,5,292,12,9,?
2013,1336547,4103,1000000,1007549,NULL,50,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,125000,3,NULL,NULL,NULL,NULL,1,4,36090,1,7,9,284,20,NULL,?
2013,1338141,4103,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,6,1,67100,1012,18,4,1,67100,1,2,NULL,NULL,NULL,1,?
2013,1339292,4103,1000000,1007549,NULL,30,2,40,NULL,2,640,1,1,NULL,NULL,NULL,160000,3,NULL,NULL,NULL,NULL,1,6,53940,1,6,19,852,20,NULL,?
2013,1339313,4103,1000000,1007549,NULL,100,2,150,NULL,1,2100,1,1,NULL,NULL,NULL,415000,7,3,90600,NULL,NULL,1,1,90600,1,1,31,2352,22,7,?
2013,1339621,4103,1000000,1007549,NULL,40,2,40,NULL,1,780,1,1,NULL,NULL,NULL,190000,5,2,163000,NULL,NULL,1,1,163000,1,5,7,898,19,3,?
2013,1344500,4103,1000000,1007549,NULL,70,2,150,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,201000,5,4,57620,NULL,NULL,1,1,57620,1,7,13,632,21,9,?
2013,1344676,4103,1000000,1007549,NULL,100,2,2,NULL,2,800,2,1,NULL,NULL,NULL,200000,2,NULL,NULL,NULL,NULL,1,6,93000,1,5,13,1040,20,NULL,?
2013,1347434,4103,1000000,1007549,NULL,90,2,2,NULL,1,990,1,1,NULL,NULL,NULL,105000,2,1,66100,NULL,NULL,1,1,66100,1,5,20,1103,11,1,?
2013,1350320,4103,1000000,1007549,NULL,20,1,50,NULL,1,500,2,1,NULL,250,NULL,55000,1,NULL,NULL,NULL,NULL,1,6,7000,1,5,101,823,1,NULL,?
2013,1357513,4103,1000000,1007549,NULL,80,2,130,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,157000,3,NULL,NULL,NULL,NULL,1,4,77000,1,3,6,370,17,NULL,?
2013,1359641,4103,1000000,1007549,NULL,60,2,60,NULL,NULL,NULL,NULL,NULL,900,NULL,NULL,NULL,4,7,13500,1020,91,1,3,13500,1,1,NULL,NULL,NULL,14,?
2013,1362931,4103,1000000,1007549,NULL,200,2,50,NULL,1,900,1,1,NULL,NULL,NULL,150000,3,1,91000,NULL,NULL,1,1,91000,1,5,16,1204,10,1,?
2013,1372506,4103,1000000,1007549,NULL,120,2,40,NULL,NULL,NULL,NULL,NULL,1700,NULL,NULL,NULL,7,1,62300,1866,36,1,1,62300,1,1,NULL,NULL,NULL,1,?
2013,1372853,4103,1000000,1007549,NULL,190,2,40,NULL,1,1000,1,1,NULL,350,NULL,205000,5,4,61500,NULL,NULL,1,1,61500,1,4,33,1697,23,9,?
2013,1373930,4103,1000000,1007549,NULL,1,1,60,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,14,NULL,NULL,693,72,2,6,11500,2,3,NULL,NULL,NULL,NULL,?
2013,1384919,4103,1000000,1007549,NULL,90,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,370000,1,4,582000,NULL,NULL,3,1,582000,1,5,1,480,35,9,?
2013,1384987,4103,1000000,1007549,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,4,1,45000,1286,34,1,1,45000,1,2,NULL,NULL,NULL,1,?
2013,1386131,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1390931,4103,1000000,1007549,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,510,NULL,NULL,NULL,6,NULL,NULL,510,24,1,5,25550,1,3,NULL,NULL,NULL,NULL,?
2013,1390962,4103,1000000,1007549,NULL,1,2,1,5500,NULL,NULL,NULL,3,NULL,NULL,NULL,15000,5,NULL,NULL,NULL,NULL,1,4,42200,1,5,13,464,3,NULL,?
2013,1391108,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1393444,4103,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,1393980,4103,1000000,1007549,NULL,130,2,2,NULL,1,860,1,1,NULL,220,NULL,190000,3,NULL,NULL,NULL,NULL,1,4,108000,1,5,14,1221,19,NULL,?
2013,1403246,4103,1000000,1007549,NULL,190,2,90,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,240000,5,1,150000,NULL,NULL,1,1,150000,1,5,4,468,19,1,?
2013,1414972,4103,1000000,1007549,NULL,100,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,2,4,29960,NULL,NULL,1,1,29960,1,7,13,324,16,9,?
2013,1419475,4103,1000000,1007549,NULL,2,2,30,NULL,NULL,NULL,NULL,NULL,530,NULL,NULL,NULL,4,NULL,NULL,566,17,1,4,40000,1,3,NULL,NULL,NULL,NULL,?
2013,1423691,4103,1000000,1007549,NULL,160,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,1,4,43200,NULL,NULL,3,1,43200,1,6,18,643,22,9,?
2013,1435007,4103,1000000,1007549,NULL,90,2,30,NULL,1,810,1,1,NULL,NULL,NULL,140000,3,3,58600,NULL,NULL,1,1,58600,1,5,20,1000,14,7,?
2013,1436378,4103,1000000,1007549,NULL,60,2,50,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,5,NULL,NULL,637,59,1,5,13000,1,3,NULL,NULL,NULL,NULL,?
2013,1436522,4103,1000000,1007549,NULL,130,2,70,NULL,1,830,1,1,NULL,NULL,NULL,165000,6,1,50020,NULL,NULL,1,1,50020,1,4,25,1038,18,1,?
2013,1438943,4103,1000000,1007549,NULL,120,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,2,NULL,NULL,NULL,NULL,1,4,17600,1,7,20,297,13,NULL,?
2013,1439250,4103,1000000,1007549,NULL,50,2,70,NULL,1,1200,1,1,NULL,300,NULL,200000,6,NULL,NULL,NULL,NULL,1,6,53000,1,1,37,1628,21,NULL,?
2013,1440467,4103,1000000,1007549,NULL,70,2,70,NULL,1,1600,1,1,NULL,NULL,NULL,200000,1,1,80000,NULL,NULL,1,1,80000,1,5,27,1770,24,2,?
2013,1440720,4103,1000000,1007549,NULL,40,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,195000,1,NULL,NULL,NULL,NULL,1,5,50800,1,1,6,257,20,NULL,?
2013,1442787,4103,1000000,1007549,NULL,180,2,2,NULL,1,1200,1,1,NULL,2000,NULL,120000,6,1,48000,NULL,NULL,1,1,48000,1,4,85,3383,17,2,?
2013,1444032,4103,1000000,1007549,NULL,240,2,300,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,780000,2,8,294000,NULL,NULL,1,3,294000,1,4,5,1114,46,15,?
2013,1447054,4103,1000000,1007549,NULL,80,2,3,NULL,NULL,NULL,NULL,NULL,590,NULL,NULL,NULL,7,NULL,NULL,670,34,1,4,23500,1,1,NULL,NULL,NULL,NULL,?
2013,1447861,4103,1000000,1007549,NULL,100,1,2,NULL,NULL,NULL,NULL,NULL,840,NULL,NULL,NULL,6,8,8200,952,101,1,3,8200,1,3,NULL,NULL,NULL,15,?
2013,1448404,4103,1000000,1007549,NULL,120,1,190,NULL,2,860,2,1,NULL,NULL,NULL,160000,1,8,12900,NULL,NULL,1,3,12900,1,7,101,1372,18,15,?
