YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2011,1100499,815,1000000,1018237,,90,1,2,,,,,,710,,,,6,,,880,101,1,6,8100,1,1,,,,,?
2011,1101867,815,1000000,1018237,,130,2,150,,2,750,2,1,,300,,375000,5,2,111000,,,1,1,139100,1,7,14,1647,32,3,?
2011,1106898,815,1000000,1018237,380,60,2,1,,,,,3,,,,121000,4,,,,,1,6,26300,1,1,23,510,14,,?
2011,1108347,815,1000000,1018237,,320,2,2,,2,1000,1,1,,,,600000,3,1,280801,,,1,1,280801,1,6,6,1487,36,1,?
2011,1108824,815,1000000,1018237,220,90,2,20,,2,400,1,1,,,,64000,5,7,57500,,,1,3,57500,1,3,15,742,11,13,?
2011,1111375,815,1000000,1018237,,1,2,3,,,,,,560,,,,6,,,563,15,1,4,45000,1,6,,,,,?
2011,1112154,815,1000000,1018237,,90,2,2,,1,940,1,1,,,,240000,5,,,,,1,7,160000,1,1,8,1033,24,,?
2011,1113480,815,1000000,1018237,,50,2,30,,,,,,1100,,,,12,,,1200,72,1,4,20000,1,1,,,,,?
2011,1115573,815,1000000,1018237,,220,2,30,,1,1700,1,1,,,,320000,4,1,150500,,,1,1,150500,1,5,16,1988,27,4,?
2011,1115576,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1116373,815,1000000,1018237,,40,2,1,,,,,,650,,,,4,4,26900,690,31,1,1,26900,1,5,,,,9,?
2011,1120188,815,1000000,1018237,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1121957,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1122947,815,1000000,1018237,,140,2,80,,1,1100,1,1,,,,230000,2,,,,,1,5,165000,1,3,10,1362,21,,?
2011,1128113,815,1000000,1018237,,100,2,100,,1,2200,1,1,,,,330000,2,1,145000,,,1,1,145000,1,5,21,2483,22,1,?
2011,1130131,815,1000000,1018237,,,,,,,,,,650,,1,,4,,,,,,,,,,,,,,?
2011,1130169,815,1000000,1018237,250,70,2,60,,2,1400,2,1,,500,,450000,8,,,,,1,6,73200,1,4,42,2580,38,,?
2011,1130913,815,1000000,1018237,,40,2,1,,,,,,750,,,,3,6,2900,790,101,1,2,2900,1,2,,,,12,?
2011,1132261,815,1000000,1018237,250,100,2,2,,2,1100,1,1,,,,185000,5,,,,,3,4,66000,1,6,27,1500,24,,?
2011,1135007,815,1000000,1018237,,1,2,1,,,,,,2300,,,,8,,,2300,101,1,6,12600,1,3,,,,,?
2011,1135549,815,1000000,1018237,,1,2,30,,,,,,630,,,,4,,,660,31,1,4,25900,1,3,,,,,?
2011,1138466,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1139347,815,1000000,1018237,,60,2,3,,,,,,550,,,,6,5,13000,610,56,1,2,13000,1,2,,,,11,?
2011,1140233,815,1000000,1018237,220,80,2,3,,2,610,1,1,,190,,75000,5,,,,,1,6,51000,1,4,26,1118,12,,?
2011,1143220,815,1000000,1018237,,30,2,30,,,,,,750,,,,7,,,840,34,4,4,30000,2,1,,,,,?
2011,1144842,815,1000000,1018237,,30,2,1,,,,,,630,,,,2,,,660,29,1,4,27110,1,3,,,,,?
2011,1148396,815,1000000,1018237,280,60,2,3,,,,,3,,,,110000,5,,,,,1,6,68000,1,5,7,399,13,,?
2011,1150712,815,1000000,1018237,,50,2,1,,,,,,670,,,,4,2,70000,720,12,4,1,70000,1,2,,,,3,?
2011,1151035,815,1000000,1018237,,,,,,,,,,,,7,,4,,,,,,,,,,,,,,?
2011,1153490,815,1000000,1018237,,20,2,1,,,,,,580,,,,3,,,600,45,1,6,16120,1,6,,,,,?
2011,1153959,815,1000000,1018237,,300,2,30,,,,,3,,,,2983000,10,,,,,1,6,228800,1,4,10,1838,68,,?
2011,1155562,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1156073,815,1000000,1018237,,30,2,1,,,,,,590,,,,5,,,670,32,1,4,25000,1,3,,,,,?
2011,1158790,815,1000000,1018237,,60,2,3,,1,1000,1,1,,100,,300000,4,,,,,1,6,25600,1,5,55,1180,32,,?
2011,1159120,815,1000000,1018237,,40,2,30,,,,,,910,,,,5,,,981,27,1,6,43100,1,6,,,,,?
2011,1161335,815,1000000,1018237,,60,2,2,,2,980,1,1,,,,75000,5,,,,,4,6,31000,2,4,41,1053,15,,?
2011,1161921,815,1000000,1018237,150,150,2,40,,2,500,1,1,,200,,165000,2,,,,,1,7,63000,1,3,20,1040,18,,?
2011,1166007,815,1000000,1018237,130,80,2,30,,2,350,1,1,,,,90000,5,,,,,1,6,55680,1,3,13,607,14,,?
2011,1170058,815,1000000,1018237,,200,2,100,,1,1700,1,1,,,,300000,6,1,100000,,,1,1,100000,1,6,25,2042,27,2,?
2011,1170263,815,1000000,1018237,340,40,2,1,,,,,3,,,,100000,4,4,68900,,,1,1,68900,1,4,8,434,12,9,?
2011,1171825,815,1000000,1018237,,50,2,2,,,,,,850,,,,7,,,925,12,1,4,96000,1,4,,,,,?
2011,1172902,815,1000000,1018237,330,40,2,70,,2,1400,1,1,,,,300000,7,,,,,1,6,105000,1,5,21,1869,42,,?
2011,1174926,815,1000000,1018237,,1,2,1,,,,,,2000,,,,11,,,2000,101,1,6,10200,1,1,,,,,?
2011,1175231,815,1000000,1018237,,250,2,30,,1,2500,1,1,,680,,700000,3,1,300000,,,3,1,310400,1,4,14,3560,46,1,?
2011,1175424,815,1000000,1018237,,50,2,60,,1,1000,1,1,,230,,250000,3,2,131800,,,1,1,131800,1,7,13,1373,29,3,?
2011,1176455,815,1000000,1018237,,,,,,,,,,1500,,2,,7,,,,,,,,,,,,,,?
2011,1180624,815,1000000,1018237,,40,2,50,,2,100,2,1,,,,300000,4,4,67000,,,1,1,67000,1,7,8,461,32,9,?
2011,1183630,815,1000000,1018237,,30,2,40,,,,,,1000,,,,3,,,1070,30,1,5,42200,1,2,,,,,?
2011,1189101,815,1000000,1018237,,30,2,1,,,,,,500,,,,5,4,23300,555,29,1,1,23300,1,3,,,,9,?
2011,1194208,815,1000000,1018237,,290,2,2,,,,,3,,,,700000,3,,,,,1,6,16800,1,7,75,1048,51,,?
2011,1198112,815,1000000,1018237,160,70,2,40,,,,,3,,,,120000,5,,,,,1,4,69700,1,6,6,323,11,,?
2011,1199951,815,1000000,1018237,,320,2,30,,1,1700,1,1,,,,560000,8,1,155700,,,1,1,155700,1,5,16,2083,42,1,?
2011,1201249,815,1000000,1018237,,40,2,3,,,,,,2200,,,,8,1,91000,2240,30,1,1,91000,1,1,,,,1,?
2011,1204612,815,1000000,1018237,790,1,2,1,,1,1200,1,1,,,,300000,5,,,,,1,6,56600,1,5,42,1990,1,,?
2011,1205536,815,1000000,1018237,350,1,2,1,,,,,3,,,,100000,4,,,,,1,6,15200,1,6,33,417,13,,?
2011,1205737,815,1000000,1018237,,60,2,60,,1,1300,1,1,,90,,255000,2,1,22800,,,1,1,22800,1,5,81,1548,23,1,?
2011,1207556,815,1000000,1018237,,90,2,2,,,,,,990,,,,6,1,59000,1355,28,1,1,59000,1,4,,,,1,?
2011,1210297,815,1000000,1018237,,20,2,40,,,,,,900,,,,1,,,974,101,1,4,7100,1,4,,,,,?
2011,1215628,815,1000000,1018237,,100,2,2,,2,1200,1,1,,,,250000,7,,,,,1,6,51000,1,4,32,1346,32,,?
2011,1220319,815,1000000,1018237,,70,2,2,,,,,,950,,,,14,,,1055,42,2,6,30000,1,2,,,,,?
2011,1222488,815,1000000,1018237,,30,2,30,,,,,,750,,,,5,,,810,22,5,6,44600,1,1,,,,,?
2011,1223662,815,1000000,1018237,,50,2,1,,,,,,560,,,,5,,,610,,1,6,0,1,2,,,,,?
2011,1225890,815,1000000,1018237,,50,2,20,,,,,3,,,,230000,3,,,,,1,5,61400,1,7,5,252,23,,?
2011,1226895,815,1000000,1018237,,90,2,40,,1,1200,1,1,,,,320000,5,1,114600,,,1,1,114600,1,5,14,1338,25,1,?
2011,1241965,815,1000000,1018237,,70,2,2,,,,,,730,,,,7,,,800,29,1,4,33000,1,1,,,,,?
2011,1243094,815,1000000,1018237,,100,2,2,,,,,,740,,,,7,,,873,35,1,4,30000,1,3,,,,,?
2011,1244646,815,1000000,1018237,,100,2,90,,,,,3,,,,360000,7,2,314200,,,1,1,314200,1,5,2,595,35,3,?
2011,1246566,815,1000000,1018237,,60,2,30,,,,,,520,,,,5,2,18900,630,40,2,1,18900,2,3,,,,3,?
2011,1246800,815,1000000,1018237,,200,2,3,,1,2500,1,1,,60,,550000,8,1,106500,,,1,1,106500,1,1,32,2860,62,1,?
2011,1248668,815,1000000,1018237,,70,2,120,,,,,3,,,,285000,3,4,166300,,,1,1,166300,1,7,3,422,25,9,?
2011,1249401,815,1000000,1018237,,90,2,2,,,,,3,,,,250000,3,,,,,1,4,20100,1,6,20,340,37,,?
2011,1257086,815,1000000,1018237,190,20,2,10,,1,530,1,1,,,,110000,4,,,,,3,6,30000,2,1,30,750,13,,?
2011,1257460,815,1000000,1018237,,70,2,40,,1,2400,1,1,,150,,400000,3,,,,,2,4,20200,1,3,101,2683,27,,?
2011,1261416,815,1000000,1018237,,20,2,3,,,,,,760,,,,4,,,781,17,1,6,54600,1,4,,,,,?
2011,1264310,815,1000000,1018237,,60,2,3,,,,,,770,,,,5,,,847,34,1,6,29900,1,1,,,,,?
2011,1268189,815,1000000,1018237,,80,2,40,,,,,3,,,,500000,3,4,90200,,,1,1,90200,1,7,7,516,43,9,?
2011,1268883,815,1000000,1018237,290,20,2,1,,2,430,1,1,,,,70000,5,,,,,1,6,19700,1,5,46,756,12,,?
2011,1271673,815,1000000,1018237,,100,2,50,,,,,3,,,,210000,3,,,,,1,6,31200,1,7,14,375,26,,?
2011,1271941,815,1000000,1018237,340,30,2,1,,,,,3,,,,95000,4,,,,,1,6,20200,1,3,27,451,12,,?
2011,1273058,815,1000000,1018237,,30,2,20,,,,,,540,,,,5,,,599,49,1,4,14700,1,5,,,,,?
2011,1276816,815,1000000,1018237,,30,2,3,,,,,,550,,,,6,,,580,35,3,4,20000,2,3,,,,,?
2011,1277325,815,1000000,1018237,,70,2,100,,1,1600,1,1,,,,400000,7,1,220000,,,1,1,220000,1,4,10,1824,42,1,?
2011,1277602,815,1000000,1018237,,190,2,2,,,,,,1200,,,,13,,,1390,30,1,4,56000,1,2,,,,,?
2011,1279384,815,1000000,1018237,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,?
2011,1282675,815,1000000,1018237,,50,2,20,,,,,,660,,,,7,,,760,36,1,6,25000,1,1,,,,,?
2011,1283096,815,1000000,1018237,,130,2,3,,,,,3,,,,300000,4,4,27300,,,3,1,27300,1,7,24,545,40,9,?
2011,1285982,815,1000000,1018237,,200,2,30,,2,3000,1,1,,300,,500000,10,2,261800,,,1,1,261800,1,3,17,3643,65,3,?
2011,1286616,815,1000000,1018237,,30,2,10,,,,,,700,,,,5,,,742,20,2,6,45000,1,1,,,,,?
2011,1291816,815,1000000,1018237,,150,2,2,,2,910,1,1,,,,320000,2,1,72000,,,1,1,72000,1,5,18,1070,25,1,?
2011,1296792,815,1000000,1018237,290,100,1,200,,1,130,1,1,,,,153000,5,4,38120,,,5,1,38120,2,6,23,720,16,9,?
2011,1297899,815,1000000,1018237,190,100,2,2,,2,780,1,1,,190,,180000,7,,,,,1,6,25000,1,5,61,1281,20,,?
2011,1299810,815,1000000,1018237,230,150,2,20,,1,2600,1,1,,,,395000,9,,,,,1,4,62000,1,4,59,3037,23,,?
2011,1301668,815,1000000,1018237,,280,2,200,,2,2000,1,1,,,,900000,7,1,113500,,,1,1,113500,1,6,28,2630,64,1,?
2011,1303177,815,1000000,1018237,,40,2,60,,,,,3,,,,240000,2,4,48100,,,1,1,48100,1,7,8,309,24,9,?
2011,1303366,815,1000000,1018237,320,200,2,100,,2,5100,1,1,,,,385000,8,2,100000,,,1,1,100000,1,4,69,5748,38,3,?
2011,1303547,815,1000000,1018237,,50,2,50,,,,,3,,,,225000,4,1,178980,,,1,1,178980,1,6,2,337,24,1,?
2011,1303563,815,1000000,1018237,,170,2,20,,,,,3,,,,500000,5,1,197200,,,3,1,197200,1,6,3,480,36,1,?
2011,1303567,815,1000000,1018237,,50,2,3,,,,,,440,,,,5,,,520,22,2,4,28000,1,1,,,,,?
2011,1303617,815,1000000,1018237,,170,2,30,,2,1200,2,1,,,,300000,4,1,167000,,,1,1,167000,1,6,12,1685,27,1,?
2011,1305089,815,1000000,1018237,150,70,2,40,,,,,3,,,,150000,4,4,75600,,,1,1,75600,1,7,6,356,18,9,?
2011,1309857,815,1000000,1018237,,90,2,10,,,,,3,,,,300000,4,,,,,1,6,23000,1,7,20,390,25,,?
2011,1312320,815,1000000,1018237,,110,2,2,,1,920,1,1,,580,,250000,6,,,,,1,4,168000,1,5,12,1638,31,,?
2011,1313087,815,1000000,1018237,,40,2,3,,,,,,890,,,,8,,,940,28,1,4,40300,1,1,,,,,?
2011,1316734,815,1000000,1018237,,200,2,50,,,,,3,,,,350000,3,,,,,1,6,30000,1,3,22,562,37,,?
2011,1317827,815,1000000,1018237,,100,2,10,,,,,,650,,,,6,8,0,760,,4,3,0,2,2,,,,15,?
2011,1318748,815,1000000,1018237,,200,2,3,,1,1400,1,1,,,,345000,1,2,109000,,,1,1,109000,1,7,19,1692,26,3,?
2011,1320732,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1324334,815,1000000,1018237,430,110,2,2,,2,1500,2,1,,,,385000,8,,,,,1,5,204900,1,1,13,2285,38,,?
2011,1325014,815,1000000,1018237,,30,2,3,,,,,,650,,,,6,,,680,52,1,6,15600,1,1,,,,,?
2011,1327319,815,1000000,1018237,,40,2,100,,1,2000,1,1,,,,325000,1,5,111500,,,1,2,111500,1,3,24,2235,25,10,?
2011,1329713,815,1000000,1018237,,20,2,3,,,,,,630,,,,4,,,650,20,5,6,40000,1,1,,,,,?
2011,1332187,815,1000000,1018237,470,20,2,3,,1,430,2,1,,,,98000,3,,,,,1,6,21900,1,5,53,970,14,,?
2011,1332244,815,1000000,1018237,,200,2,70,,2,990,2,1,,500,,250000,5,1,121000,,,1,1,121000,1,5,19,1898,23,1,?
2011,1337549,815,1000000,1018237,,60,2,40,,1,1200,1,1,,,,225000,5,1,185000,,,1,1,185000,1,3,9,1364,24,1,?
2011,1338541,815,1000000,1018237,,30,2,3,,,,,,620,,,,5,,,650,27,1,6,29000,1,3,,,,,?
2011,1354381,815,1000000,1018237,,70,2,150,,,,,,650,,,,2,7,21500,870,49,1,3,21500,1,3,,,,14,?
2011,1355591,815,1000000,1018237,,200,2,50,,1,2200,1,1,,400,,410000,2,1,152000,,,1,1,152000,1,3,23,2933,30,1,?
2011,1355800,815,1000000,1018237,,130,2,50,,,,,,1200,,,,7,7,60000,1380,28,1,3,60000,1,1,,,,13,?
2011,1357430,815,1000000,1018237,,110,2,70,,1,1200,1,1,,400,,735000,8,2,110000,,,2,1,110000,1,4,20,1830,52,3,?
2011,1357756,815,1000000,1018237,,280,2,1,,,,,,800,,,,5,,,1108,27,1,7,50000,1,1,,,,,?
2011,1358850,815,1000000,1018237,,70,2,120,,,,,,950,,,,3,,,1151,51,1,4,27000,1,1,,,,,?
2011,1362248,815,1000000,1018237,190,90,2,2,,1,590,1,1,,,,100000,4,7,42000,,,1,3,90000,1,3,12,870,1,13,?
2011,1367244,815,1000000,1018237,,30,2,80,,,,,,1100,,,,3,,,1239,23,1,6,63500,1,1,,,,,?
2011,1368623,815,1000000,1018237,,1,2,1,,,,,,740,,,,3,4,35900,740,25,2,1,35900,1,1,,,,9,?
2011,1369059,815,1000000,1018237,,80,2,30,,1,1300,1,1,,,,300000,6,1,160490,,,1,1,160490,1,5,11,1438,29,1,?
2011,1370278,815,1000000,1018237,,150,2,100,,1,1500,1,1,,,,200000,7,1,105000,,,1,1,105000,1,5,21,1813,24,1,?
2011,1370890,815,1000000,1018237,,50,2,2,,,,,,1600,,,,4,3,10000,1650,101,2,1,10000,2,4,,,,7,?
2011,1372114,815,1000000,1018237,,230,2,10,,,,,3,,,,250000,4,4,106700,,,1,1,106700,1,6,7,602,33,9,?
2011,1374556,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1374639,815,1000000,1018237,340,20,2,1,,,,,3,,,,95000,4,,,,,1,6,34100,1,5,15,420,7,,?
2011,1376222,815,1000000,1018237,300,40,2,3,,,,,3,,,,75000,5,,,,,1,6,16800,1,5,29,407,13,,?
2011,1377879,815,1000000,1018237,,100,2,100,,,,,3,,,,120000,2,,,,,1,4,60000,1,3,7,327,27,,?
2011,1379297,815,1000000,1018237,,300,2,3,,,,,,1600,,,,3,1,120000,1942,19,1,1,120000,1,3,,,,1,?
2011,1381934,815,1000000,1018237,170,150,2,2,,1,1200,1,1,,200,,235000,9,,,,,1,4,50000,1,4,41,1720,27,,?
2011,1382693,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1383669,815,1000000,1018237,,130,2,130,,,,,,1600,,,,3,2,174300,1860,13,1,1,174300,1,1,,,,3,?
2011,1385802,815,1000000,1018237,,300,2,2,,,,,3,,,,260000,5,1,189000,,,1,1,189000,1,5,3,539,26,1,?
2011,1386320,815,1000000,1018237,,50,2,2,,2,1100,2,1,,,,250000,3,1,105000,,,1,1,105000,1,3,15,1336,23,1,?
2011,1388556,815,1000000,1018237,,30,2,3,,,,,,610,,,,4,,,641,101,1,4,4000,1,1,,,,,?
2011,1390994,815,1000000,1018237,,200,2,100,,1,1200,1,1,,200,,300000,4,3,81300,,,1,1,81300,1,5,25,1702,29,7,?
2011,1394240,815,1000000,1018237,,100,1,100,,,,,,800,,,,5,,,1083,23,1,5,56000,1,2,,,,,?
2011,1394304,815,1000000,1018237,200,40,2,30,,,,,3,,,,45000,4,,,,,1,4,0,1,5,,391,25,,?
2011,1394359,815,1000000,1018237,260,50,2,20,,,,,3,,,,230000,6,,,,,1,6,72000,1,6,8,465,25,,?
2011,1395164,815,1000000,1018237,,150,2,150,,,,,,790,,,,6,1,30000,1090,44,1,1,30000,1,3,,,,4,?
2011,1395691,815,1000000,1018237,,460,2,150,,1,2300,1,1,,,,1300000,8,2,376000,,,1,1,376000,1,4,10,3010,64,3,?
2011,1395718,815,1000000,1018237,,80,2,300,,1,5100,1,1,,100,,2983000,3,2,118000,,,1,1,118000,1,6,58,5663,48,3,?
2011,1396658,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1401301,815,1000000,1018237,,100,2,50,,,,,,1200,,,,7,1,98030,1400,17,1,1,98030,1,1,,,,1,?
2011,1403850,815,1000000,1018237,,50,2,10,,,,,,1100,,,,14,4,31000,1160,45,5,1,31000,2,1,,,,9,?
2011,1406138,815,1000000,1018237,,20,1,1,,,,,,180,,,,5,,,200,21,3,4,11700,2,2,,,,,?
2011,1408732,815,1000000,1018237,,300,2,2,,,,,,,,,,6,7,29000,,,1,3,29000,1,5,,,,13,?
2011,1409098,815,1000000,1018237,,80,2,3,,,,,,970,,,,8,,,1050,19,1,7,68000,1,3,,,,,?
2011,1409476,815,1000000,1018237,,40,2,1,,,,,,840,,,,6,,,880,91,1,6,11600,1,1,,,,,?
2011,1411994,815,1000000,1018237,,40,2,3,,,,,,660,,,,5,5,12600,700,67,5,2,12600,1,4,,,,10,?
2011,1412026,815,1000000,1018237,,30,2,30,,,,,,530,,,,6,,,590,18,1,4,40000,1,2,,,,,?
2011,1412083,815,1000000,1018237,,30,2,30,,,,,,1200,,,,7,,,1272,19,1,6,82000,1,4,,,,,?
2011,1415820,815,1000000,1018237,,40,2,2,,,,,,530,,,,5,,,570,101,1,6,3000,1,1,,,,,?
2011,1416754,815,1000000,1018237,,300,2,300,,,,,3,,,,425000,4,,,,,1,7,38000,1,7,28,888,29,,?
2011,1417075,815,1000000,1018237,,60,2,3,,,,,,790,,,,5,,,850,38,1,6,26750,1,2,,,,,?
2011,1418453,815,1000000,1018237,,140,2,40,,2,1100,2,1,,,,240000,3,1,155300,,,4,1,155300,1,6,12,1508,4,1,?
2011,1419083,815,1000000,1018237,,120,2,120,,2,770,2,1,,,,150000,2,,,,,1,5,36000,1,5,45,1344,38,,?
2011,1419631,815,1000000,1018237,,300,2,3,,1,2200,1,1,,,,300000,4,1,252950,,,2,1,252950,1,5,12,2570,37,1,?
2011,1422473,815,1000000,1018237,,70,2,20,,,,,,900,,,,2,,,990,35,2,6,33900,2,1,,,,,?
2011,1423222,815,1000000,1018237,,40,1,3,,,,,,530,,,,3,,,577,101,5,7,520,2,1,,,,,?
2011,1424617,815,1000000,1018237,790,40,2,1,,2,470,1,1,,,,100000,5,,,,,1,6,23600,1,5,66,1300,16,,?
2011,1426660,815,1000000,1018237,,40,2,50,,1,950,1,1,,,,235000,3,,,,,1,7,107500,1,5,12,1115,23,,?
2011,1430804,815,1000000,1018237,,70,2,120,,2,1400,2,1,,,,300000,4,2,135750,,,1,1,135750,1,3,16,1848,27,3,?
2011,1431941,815,1000000,1018237,,110,2,10,,,,,,1200,,,,9,,,1322,47,1,5,34000,1,2,,,,,?
2011,1433105,815,1000000,1018237,,150,2,2,,1,1500,1,1,,,,245000,4,,,,,1,4,102000,1,4,20,1667,23,,?
2011,1433111,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1433716,815,1000000,1018237,,50,2,3,,,,,,600,,,,3,2,6000,650,101,5,1,6000,2,2,,,,3,?
2011,1434899,815,1000000,1018237,,30,2,90,,2,1400,1,1,,,,300000,10,,,,,1,6,86000,1,3,22,1593,30,,?
2011,1436670,815,1000000,1018237,,50,2,110,,1,700,1,1,,120,,250000,3,,,,,1,6,27100,1,4,44,1003,24,,?
2011,1437099,815,1000000,1018237,,40,2,20,,,,,,900,,,,4,,,962,18,1,7,63210,1,1,,,,,?
2011,1439205,815,1000000,1018237,,50,1,2,,,,,,430,,,,2,8,49600,480,12,1,3,49600,1,7,,,,15,?
2011,1442284,815,1000000,1018237,440,40,2,1,,1,590,1,1,,,,50000,5,7,32000,,,5,3,32000,1,4,40,1070,8,13,?
2011,1444145,815,1000000,1018237,,1,1,1,,,,,,350,,,,5,4,11000,350,38,1,1,11000,1,5,,,,9,?
2011,1444680,815,1000000,1018237,,250,2,40,,,,,3,,,,550000,8,1,453600,,,1,1,453600,1,5,2,798,50,1,?
2011,1449577,815,1000000,1018237,,50,2,2,,,,,,730,,,,3,,,780,89,1,6,10500,1,4,,,,,?
2011,1449710,815,1000000,1018237,,40,2,110,,1,2300,1,1,,,,330000,1,1,228500,,,2,1,228500,1,3,13,2504,27,1,?
2011,1452540,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1453799,815,1000000,1018237,,180,2,2,,1,1400,1,1,,350,,240000,3,2,67600,,,1,1,67600,1,4,35,1978,30,3,?
2011,1455554,815,1000000,1018237,,60,2,40,,1,640,1,1,,100,,295000,5,,,,,1,6,44000,1,7,24,865,26,,?
2011,1455675,815,1000000,1018237,,80,2,70,,1,960,1,1,,,,255000,3,3,31200,,,1,1,31200,1,5,44,1145,1,8,?
2011,1456397,815,1000000,1018237,320,40,2,3,,2,770,1,1,,,,120000,4,,,,,1,6,15000,1,4,94,1172,16,,?
2011,1457518,815,1000000,1018237,,120,2,3,,,,,,860,,,,7,,,980,101,1,6,8000,1,1,,,,,?
2011,1457817,815,1000000,1018237,370,40,2,3,,2,840,1,1,,,,200000,4,2,110330,,,1,1,110330,1,4,14,1275,22,3,?
2011,1458845,815,1000000,1018237,,30,2,50,,,,,,1400,,,,12,3,119700,1480,15,1,1,119700,1,1,,,,7,?
2011,1468880,815,1000000,1018237,,90,2,30,,,,,,2000,,,,4,1,235020,2153,11,1,1,235020,1,2,,,,1,?
2011,1470083,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1472570,815,1000000,1018237,,40,2,1,,,,,,650,,,,3,,,690,20,1,4,42000,1,3,,,,,?
2011,1473820,815,1000000,1018237,,250,2,130,,2,2600,2,1,,50,,1000000,1,2,210000,,,3,1,210000,1,5,21,3627,62,3,?
2011,1477053,815,1000000,1018237,,350,2,2,,1,2400,1,1,,,,575000,4,1,158600,,,1,1,158600,1,3,21,2753,46,1,?
2011,1477113,815,1000000,1018237,,150,2,2,,,,,,680,,,,4,,,850,27,1,7,38000,1,1,,,,,?
2011,1482859,815,1000000,1018237,,290,2,2,,1,3000,1,1,,80,,900000,2,1,283500,,,1,1,283500,1,5,15,3462,63,1,?
2011,1483439,815,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1483564,815,1000000,1018237,,30,2,20,,,,,3,,,,400000,4,4,42000,,,1,1,42000,1,6,8,272,32,9,?
2011,1485763,815,1000000,1018237,,70,2,2,,,,,,800,,,,7,,,873,17,1,4,61000,1,3,,,,,?
2011,1487414,815,1000000,1018237,,100,2,10,,,,,,860,,,,4,,,1003,33,1,7,36000,1,1,,,,,?
2011,1490182,815,1000000,1018237,,60,2,40,,,,,,850,,,,7,5,16700,952,48,2,2,23600,1,3,,,,10,?
2011,1492872,815,1000000,1018237,,50,2,3,,,,,3,,,,320000,2,,,,,1,6,200,1,7,101,262,27,,?
2011,1494638,815,1000000,1018237,,1,2,3,,,,,,,,,,3,4,15200,,,1,1,15200,1,6,,,,9,?
2011,1495521,815,1000000,1018237,100,70,2,140,,,,,3,,,,600000,8,1,300000,,,3,1,300000,1,5,3,727,44,1,?
2011,1496438,815,1000000,1018237,150,70,2,3,,2,620,1,1,,110,,131000,4,,,,,1,6,12000,1,5,96,964,13,,?
2011,1497061,815,1000000,1018237,,40,2,30,,,,,,860,,,,8,,,950,101,2,6,2700,2,2,,,,,?
2011,1501059,815,1000000,1018237,,50,2,2,,,,,3,,,,2983000,3,4,13800,,,3,1,13800,2,7,41,467,42,9,?
2011,1501376,815,1000000,1018237,,1,2,4,,,,,,650,,,,6,,,669,101,1,4,3200,1,1,,,,,?
2011,559,816,1000000,1018237,,140,2,2,,,,,3,,,,300000,4,6,29000,,,2,2,29000,1,7,15,353,16,12,?
2011,12017,816,1000000,1018237,,100,2,2,,1,1000,1,1,,,,164000,3,7,35500,,,1,3,35500,1,1,39,1150,18,13,?
2011,13592,816,1000000,1018237,,160,2,160,,,,,,900,,,,4,,,1230,42,1,4,35000,1,3,,,,,?
2011,14382,816,1000000,1018237,,130,2,2,,1,930,1,1,,90,,100000,3,1,67000,,,1,1,67000,1,5,21,1168,12,1,?
2011,18370,816,1000000,1018237,,30,2,1,,,,,,550,,,,5,1,59800,611,12,2,1,59800,2,3,,,,1,?
2011,22024,816,1000000,1018237,,110,2,2,,,,,,730,,,,6,1,30800,840,33,4,1,30800,2,4,,,,1,?
2011,23269,816,1000000,1018237,,110,1,2,,,,,,1200,,,,6,7,12900,1383,94,1,3,17700,1,1,,,,13,?
2011,38006,816,1000000,1018237,,150,2,150,,1,880,1,1,,150,,160000,3,,,,,1,6,8200,1,5,101,1388,16,,?
2011,38227,816,1000000,1018237,200,200,2,2,,,,,3,,,,249000,5,8,30500,,,1,3,30500,1,7,21,539,24,15,?
2011,41365,816,1000000,1018237,,80,2,10,,,,,3,,,,90000,3,3,38000,,,2,1,38000,1,7,8,264,16,7,?
2011,41572,816,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
