YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2011,254054,812,1000000,1018237,,40,2,30,,1,970,1,1,,,,185000,1,1,75000,,,1,1,75000,1,3,17,1069,10,1,?
2011,259948,812,1000000,1018237,,40,2,40,,1,850,1,1,,280,,130000,7,,,,,3,6,42200,1,4,35,1247,21,,?
2011,261944,812,1000000,1018237,,200,2,2,,,,,3,,,,500000,5,,,,,1,4,22500,1,7,29,542,32,,?
2011,263979,812,1000000,1018237,,80,2,20,,,,,3,,,,180000,3,,,,,1,6,12000,1,7,27,267,16,,?
2011,265398,812,1000000,1018237,,40,2,3,,,,,,1000,,,,8,,,1040,57,1,6,22000,1,1,,,,,?
2011,266601,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,267928,812,1000000,1018237,,1,2,1,,,,,,840,,,,7,,,840,67,1,6,15100,1,4,,,,,?
2011,268587,812,1000000,1018237,,100,2,2,,1,800,1,1,,,,200000,3,,,,,1,6,74000,1,5,15,930,48,,?
2011,268695,812,1000000,1018237,790,50,2,30,,,,,3,,,,146000,3,,,,,1,4,13800,1,7,101,1220,10,,?
2011,270437,812,1000000,1018237,,70,2,3,,,,,,840,,,,8,1,37300,977,31,2,1,37300,1,3,,,,4,?
2011,271761,812,1000000,1018237,,1,2,1,,,,,,330,,,,5,,,405,39,1,6,12500,1,1,,,,,?
2011,271947,812,1000000,1018237,,,,,,,,,,,,4,213000,2,,,,,,,,,,,,,,?
2011,277305,812,1000000,1018237,,,,,,,,,,580,,1,,8,,,,,,,,,,,,,,?
2011,278780,812,1000000,1018237,210,90,2,1,,2,980,1,1,,,,190000,8,,,,,1,4,27400,1,5,57,1299,24,,?
2011,282040,812,1000000,1018237,,170,1,2,,,,,,1400,,,,3,7,72200,1581,26,2,3,72200,1,1,,,,13,?
2011,282532,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,282748,812,1000000,1018237,170,120,2,2,,1,660,1,1,,,,100000,6,,,,,1,6,23000,1,4,50,950,13,,?
2011,283257,812,1000000,1018237,,80,2,2,,1,790,1,1,,,,165000,2,,,,,1,7,51400,1,5,21,903,17,,?
2011,288111,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,288867,812,1000000,1018237,,60,2,60,,1,1500,1,1,,220,,190000,4,1,96400,,,2,1,96400,1,1,23,1886,25,1,?
2011,289092,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,289694,812,1000000,1018237,,60,2,30,,,,,3,,,,110000,5,,,,,1,4,21900,1,7,13,241,14,,?
2011,291548,812,1000000,1018237,,120,1,80,,2,730,2,1,,,,230000,2,6,63500,,,1,2,63500,1,7,22,1143,19,12,?
2011,293657,812,1000000,1018237,,230,2,3,,,,,,1400,,,,10,1,92000,1738,23,1,1,92000,1,3,,,,1,?
2011,299801,812,1000000,1018237,,150,2,50,,1,640,1,1,,,,60000,3,,,,,1,4,14400,1,7,73,873,18,,?
2011,300333,812,1000000,1018237,,90,2,160,,,,,,950,,,,4,3,61600,1225,24,1,1,61600,1,3,,,,7,?
2011,302632,812,1000000,1018237,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,307123,812,1000000,1018237,,120,1,3,,,,,,1500,,,,5,7,3800,1670,101,1,3,3800,1,3,,,,14,?
2011,307600,812,1000000,1018237,,60,1,90,,,,,3,,,,59000,6,7,89000,,,3,3,89000,1,3,5,379,13,13,?
2011,307975,812,1000000,1018237,,50,2,50,,,,,3,,,,275000,3,,,,,1,6,42100,1,7,11,391,27,,?
2011,309535,812,1000000,1018237,,40,2,3,,,,,,440,,,,4,,,510,26,1,4,24000,1,3,,,,,?
2011,313746,812,1000000,1018237,,10,2,2,,1,1200,1,1,,400,,300000,1,,,,,1,6,70500,1,7,27,1613,25,,?
2011,315693,812,1000000,1018237,,100,2,2,,,,,,1500,,,,7,,,1600,30,1,5,65000,1,1,,,,,?
2011,320768,812,1000000,1018237,,50,2,50,,1,1300,1,1,,,,200000,2,1,85900,,,1,1,85900,1,3,20,1463,22,1,?
2011,321734,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,324249,812,1000000,1018237,,100,2,80,,,,,,550,,,,2,2,58500,737,15,2,1,58500,1,3,,,,3,?
2011,325892,812,1000000,1018237,,,,,,,,,,,,7,,6,,,,,,,,,,,,,,?
2011,326839,812,1000000,1018237,180,120,2,60,,,,,3,,,,325000,8,8,42100,,,1,3,42100,1,4,21,741,46,15,?
2011,327037,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,331213,812,1000000,1018237,,180,2,160,,1,1700,1,1,,1900,,280000,3,1,88500,,,1,1,88500,1,4,55,4057,16,1,?
2011,334622,812,1000000,1018237,,200,2,2,,1,1100,1,1,,,,145000,7,5,52000,,,1,2,52000,1,3,31,1346,23,10,?
2011,337370,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,337772,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,340642,812,1000000,1018237,,90,2,2,,1,1200,1,1,,,,180000,1,,,,,1,6,33000,1,1,47,1293,24,,?
2011,343641,812,1000000,1018237,,20,1,1,,,,,3,,,,200000,5,1,14000,,,2,1,14000,1,1,12,141,21,1,?
2011,344702,812,1000000,1018237,,60,2,3,,,,,,500,,,,6,1,43000,560,16,2,1,43000,1,1,,,,1,?
2011,347356,812,1000000,1018237,,100,2,2,,1,1200,1,1,,,,215000,1,,,,,1,5,106000,1,3,15,1320,21,,?
2011,351201,812,1000000,1018237,,130,2,2,,1,1100,1,1,,,,140000,4,5,43000,,,2,2,43000,1,5,36,1295,18,11,?
2011,351558,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,351818,812,1000000,1018237,,90,2,30,,,,,,1600,,,,13,,,1730,18,1,5,115000,1,3,,,,,?
2011,352608,812,1000000,1018237,,1,2,110,,,,,,950,,,,2,,,1060,33,1,6,38050,1,1,,,,,?
2011,353342,812,1000000,1018237,,200,2,20,,2,1500,1,1,,500,,735000,1,,,,,1,4,52000,1,4,55,2368,37,,?
2011,356270,812,1000000,1018237,210,70,2,60,,2,890,1,1,,,,140000,12,1,118000,,,1,1,118000,1,2,13,1261,22,1,?
2011,356867,812,1000000,1018237,,220,1,100,,,,,,1300,,,,5,2,35200,1745,59,2,1,35200,1,3,,,,6,?
2011,360677,812,1000000,1018237,,60,2,3,,1,700,2,1,,,,100000,5,7,36000,,,1,3,36000,1,6,29,857,18,13,?
2011,363781,812,1000000,1018237,,100,1,3,,,,,,160,,,,4,,,260,33,1,4,9460,1,3,,,,,?
2011,365206,812,1000000,1018237,,150,2,2,,1,1100,1,1,,,,175000,3,,,,,1,4,60000,1,1,25,1254,17,,?
2011,367770,812,1000000,1018237,,80,2,60,,1,950,1,1,,180,,100000,8,1,90000,,,2,1,90000,1,5,17,1274,20,1,?
2011,367835,812,1000000,1018237,,120,2,30,,1,1100,1,1,,,,180000,2,,,,,1,5,106000,1,3,14,1275,20,,?
2011,369074,812,1000000,1018237,,130,1,2,,,,,,900,,,,7,2,18000,1095,73,2,1,18000,1,1,,,,6,?
2011,369762,812,1000000,1018237,,,,,,,,,,1100,,1,,6,,,,,,,,,,,,,,?
2011,374598,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,375913,812,1000000,1018237,,50,2,40,,,,,3,,,,2983000,3,,,,,1,6,19400,1,7,23,365,24,,?
2011,378769,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,378792,812,1000000,1018237,,20,2,3,,,,,,750,,,,6,,,770,101,1,6,7500,1,1,,,,,?
2011,378949,812,1000000,1018237,,70,2,30,,1,1000,1,1,,,,160000,1,5,28000,,,1,2,72000,1,4,19,1135,18,10,?
2011,379100,812,1000000,1018237,,100,2,90,,1,900,1,1,,,,180000,4,1,47000,,,2,1,47000,1,3,28,1109,23,1,?
2011,380589,812,1000000,1018237,,150,2,50,,,,,,1900,,,,9,7,55000,2120,46,1,3,55000,1,1,,,,13,?
2011,384593,812,1000000,1018237,,100,2,100,,,,,3,,,,180000,1,,,,,1,5,145000,1,4,3,408,22,,?
2011,387606,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,390275,812,1000000,1018237,,60,2,60,,,,,3,,,,190000,3,4,26400,,,1,1,26400,1,7,17,378,22,9,?
2011,394298,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,395818,812,1000000,1018237,,150,2,20,,1,2900,1,1,,850,,550000,11,1,140500,,,1,1,140500,1,3,34,3930,52,1,?
2011,397775,812,1000000,1018237,380,80,2,2,,1,1900,1,1,,,,400000,12,,,,,1,4,377000,1,2,8,2363,32,,?
2011,399089,812,1000000,1018237,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,?
2011,399194,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,403168,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,405765,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,405815,812,1000000,1018237,,250,1,100,,,,,,1200,,,,5,1,20400,1650,92,2,1,21600,1,3,,,,2,?
2011,406207,812,1000000,1018237,,80,2,2,,2,1600,1,1,,,,300000,3,8,55000,,,4,3,76000,1,1,27,1710,24,15,?
2011,406390,812,1000000,1018237,,50,1,40,,1,1300,1,1,,,,160000,8,1,28200,,,2,1,28200,2,5,62,1457,27,1,?
2011,408275,812,1000000,1018237,,100,2,3,,,,,,800,,,,2,5,59400,900,18,1,2,59400,1,1,,,,10,?
2011,409946,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,410283,812,1000000,1018237,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,411676,812,1000000,1018237,,130,2,2,,,,,3,,,,650000,1,,,,,1,6,42000,1,7,11,372,37,,?
2011,412462,812,1000000,1018237,,40,2,40,,2,1700,2,1,,,,400000,1,3,77000,,,1,1,77000,1,6,31,1997,22,7,?
2011,417667,812,1000000,1018237,,220,2,40,,1,930,1,1,,,,90000,2,,,,,1,7,41830,1,6,36,1240,19,,?
2011,419860,812,1000000,1018237,,100,2,100,,1,2500,1,1,,,,500000,1,1,155000,,,1,1,155000,1,5,21,2746,36,1,?
2011,422420,812,1000000,1018237,,30,2,30,,,,,,900,,,,1,,,960,16,3,6,70000,2,1,,,,,?
2011,423759,812,1000000,1018237,,50,2,10,,,,,,1100,,,,8,,,1177,15,1,4,91700,1,3,,,,,?
2011,426904,812,1000000,1018237,,50,1,60,,,,,3,,,,66000,1,4,23000,,,1,1,23000,1,7,11,218,8,9,?
2011,427113,812,1000000,1018237,,60,2,80,,2,1100,2,1,,,,80000,3,2,50000,,,2,1,50000,2,5,33,1389,16,3,?
2011,431818,812,1000000,1018237,,40,1,3,,,,,,520,,,,5,2,12000,560,56,2,1,12000,1,1,,,,6,?
2011,432039,812,1000000,1018237,,30,2,30,,1,400,1,1,,,,98000,4,,,,,1,4,25000,1,3,23,480,16,,?
2011,436158,812,1000000,1018237,,90,2,2,,,,,,1000,,,,3,1,52000,1105,26,1,1,52000,1,2,,,,1,?
2011,436233,812,1000000,1018237,,140,2,60,,,,,,1800,,,,2,1,110100,2023,22,1,1,110100,1,1,,,,1,?
2011,442874,812,1000000,1018237,,70,2,280,,1,1900,1,1,,,,400000,1,1,314900,,,3,1,314900,1,5,9,2270,24,1,?
2011,443207,812,1000000,1018237,,,,,,,,,,,,7,,4,,,,,,,,,,,,,,?
2011,449396,812,1000000,1018237,790,70,2,1,,2,1500,2,1,,,,375000,1,,,,,1,5,106910,1,5,28,2492,21,,?
2011,449673,812,1000000,1018237,,160,2,160,,,,,,1000,,,,8,7,54000,1320,29,2,3,54000,1,2,,,,13,?
2011,451287,812,1000000,1018237,,220,2,2,,,,,,1200,,,,5,1,87300,1437,20,1,1,87300,1,3,,,,1,?
2011,451975,812,1000000,1018237,,40,2,50,,1,920,1,1,,480,,343000,1,,,,,1,6,75000,1,7,25,1534,29,,?
2011,452830,812,1000000,1018237,,460,2,2,,1,920,1,1,,180,,350000,1,,,,,1,4,25000,1,6,77,1605,27,,?
2011,453964,812,1000000,1018237,790,50,2,1,,,,,3,,,,500000,12,,,,,1,6,80600,1,3,17,1123,36,,?
2011,457026,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,459042,812,1000000,1018237,,90,2,20,,1,630,1,1,,,,200000,1,,,,,1,4,51000,1,5,17,743,18,,?
2011,459455,812,1000000,1018237,,300,2,70,,2,5100,2,1,,,,1300000,11,1,307600,,,1,1,307600,1,3,25,6528,65,1,?
2011,459588,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,463839,812,1000000,1018237,,,,,,,,,,640,,2,,1,,,,,,,,,,,,,,?
2011,465623,812,1000000,1018237,150,90,2,2,,2,810,1,1,,400,,85000,9,,,,,1,7,57000,1,4,31,1450,30,,?
2011,467814,812,1000000,1018237,,80,2,60,,,,,,850,,,,12,2,22000,990,54,2,1,22000,1,1,,,,3,?
2011,471369,812,1000000,1018237,,10,2,2,,,,,,560,,,,1,7,21000,570,33,3,3,21000,2,2,,,,13,?
