YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT
2012,337604,812,1000000,1010207,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,8,NULL,NULL,1560,48,1,7,38600,1,1,NULL,NULL,NULL,NULL
2012,338597,812,1000000,1010207,NULL,60,2,110,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,3,7,34700,963,25,1,3,45700,1,3,NULL,NULL,NULL,13
2012,339664,812,1000000,1010207,NULL,150,2,50,NULL,1,1000,1,1,NULL,40,NULL,125000,4,1,43300,NULL,NULL,1,1,58300,1,4,28,1340,16,1
2012,340172,812,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,342085,812,1000000,1010207,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,344053,812,1000000,1010207,150,40,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,100000,3,NULL,NULL,NULL,NULL,1,4,50000,1,3,8,315,27,NULL
2012,344111,812,1000000,1010207,260,50,2,1,NULL,2,1300,1,1,NULL,NULL,NULL,300000,11,NULL,NULL,NULL,NULL,1,6,72000,1,2,27,1641,28,NULL
2012,347369,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,350623,812,1000000,1010207,NULL,140,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,4,NULL,NULL,NULL,NULL,1,6,8400,1,7,40,282,18,NULL
2012,350711,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,351372,812,1000000,1010207,NULL,140,2,2,NULL,1,1000,1,1,NULL,NULL,NULL,160000,7,1,60900,NULL,NULL,2,1,60900,1,3,24,1220,25,1
2012,353485,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,355365,812,1000000,1010207,NULL,80,2,20,NULL,2,800,2,1,NULL,NULL,NULL,240000,5,2,38300,NULL,NULL,2,1,38300,1,5,32,1018,19,6
2012,361539,812,1000000,1010207,310,130,2,3,NULL,2,780,1,1,NULL,NULL,NULL,310000,8,NULL,NULL,NULL,NULL,1,6,30000,1,4,50,1238,23,NULL
2012,361966,812,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,860,NULL,NULL,NULL,8,NULL,NULL,910,43,1,6,25500,1,2,NULL,NULL,NULL,NULL
2012,362666,812,1000000,1010207,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,363021,812,1000000,1010207,NULL,50,1,2,NULL,1,520,1,1,NULL,NULL,NULL,125000,1,NULL,NULL,NULL,NULL,2,6,12600,1,7,55,579,22,NULL
2012,363028,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,363248,812,1000000,1010207,NULL,250,2,250,NULL,1,850,1,1,NULL,NULL,NULL,105000,4,2,42000,NULL,NULL,1,1,42000,1,7,39,1358,18,3
2012,363873,812,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,13,NULL,NULL,978,21,1,6,55000,1,1,NULL,NULL,NULL,NULL
2012,380291,812,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,8,NULL,NULL,1268,40,1,6,38000,1,1,NULL,NULL,NULL,NULL
2012,381388,812,1000000,1010207,NULL,230,2,2,NULL,2,2300,1,1,NULL,NULL,NULL,750000,1,1,504000,NULL,NULL,1,1,504000,1,5,6,2640,57,1
2012,388304,812,1000000,1010207,NULL,220,1,1,NULL,NULL,NULL,NULL,NULL,560,NULL,NULL,NULL,5,2,222400,780,4,2,1,222400,1,3,NULL,NULL,NULL,3
2012,388982,812,1000000,1010207,NULL,70,2,3,NULL,NULL,NULL,NULL,NULL,610,NULL,NULL,NULL,8,1,43000,680,19,5,1,43000,1,3,NULL,NULL,NULL,2
2012,398614,812,1000000,1010207,NULL,180,2,2,NULL,1,1700,1,1,NULL,NULL,NULL,195000,8,1,105000,NULL,NULL,1,1,105000,1,4,22,1922,25,1
2012,398839,812,1000000,1010207,NULL,80,2,80,NULL,1,1700,1,1,NULL,NULL,NULL,190000,3,1,110000,NULL,NULL,1,1,110000,1,4,21,1885,32,1
2012,399167,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,402005,812,1000000,1010207,NULL,200,1,2,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,4,2,37200,1070,35,2,1,37200,2,4,NULL,NULL,NULL,6
2012,402085,812,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,250,NULL,NULL,NULL,5,NULL,NULL,250,24,1,4,12500,1,1,NULL,NULL,NULL,NULL
2012,403055,812,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,406359,812,1000000,1010207,NULL,2,2,3,NULL,1,850,1,1,NULL,NULL,NULL,140000,3,NULL,NULL,NULL,NULL,1,6,20000,1,1,59,975,15,NULL
2012,412211,812,1000000,1010207,NULL,120,1,40,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,7,7,23700,1460,74,1,3,23700,1,3,NULL,NULL,NULL,14
2012,412676,812,1000000,1010207,NULL,110,1,2,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,10,7,25000,1110,53,1,3,25000,1,1,NULL,NULL,NULL,13
2012,418768,812,1000000,1010207,NULL,150,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,485000,5,4,85900,NULL,NULL,1,1,85900,1,7,7,528,44,9
2012,419142,812,1000000,1010207,NULL,400,2,2,NULL,2,1800,2,1,NULL,NULL,NULL,625000,1,2,122900,NULL,NULL,1,1,122900,1,4,27,2759,35,3
2012,420312,812,1000000,1010207,NULL,120,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,4,4,10440,NULL,NULL,1,1,10440,1,7,39,338,18,9
2012,420727,812,1000000,1010207,NULL,40,2,50,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,6,NULL,NULL,1050,25,3,6,50000,1,1,NULL,NULL,NULL,NULL
2012,422969,812,1000000,1010207,NULL,370,2,3,NULL,1,640,1,1,NULL,NULL,NULL,140000,4,4,56900,NULL,NULL,1,1,56900,1,7,23,1110,12,9
2012,427132,812,1000000,1010207,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,8,NULL,NULL,910,42,1,6,26000,1,1,NULL,NULL,NULL,NULL
2012,427953,812,1000000,1010207,NULL,40,2,20,NULL,1,420,1,1,NULL,NULL,NULL,10000,3,NULL,NULL,NULL,NULL,1,4,22800,1,7,28,540,5,NULL
2012,432014,812,1000000,1010207,NULL,60,1,60,NULL,1,900,1,1,NULL,NULL,NULL,79000,3,2,22200,NULL,NULL,2,1,22200,1,3,61,1120,12,3
2012,432589,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,433805,812,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,8,NULL,NULL,1048,31,1,6,40000,1,1,NULL,NULL,NULL,NULL
2012,437409,812,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,100000,3,5,35000,NULL,NULL,2,2,35000,1,4,8,245,14,10
2012,438916,812,1000000,1010207,NULL,100,1,1,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,6,7,10100,930,101,2,3,10100,1,2,NULL,NULL,NULL,14
2012,444421,812,1000000,1010207,NULL,100,1,40,NULL,NULL,NULL,NULL,NULL,290,NULL,NULL,NULL,2,7,36600,430,14,1,3,36600,1,3,NULL,NULL,NULL,13
2012,445439,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,451020,812,1000000,1010207,NULL,250,2,2,NULL,1,260,1,1,NULL,NULL,NULL,350000,1,NULL,NULL,NULL,NULL,2,6,9600,2,6,83,660,10,NULL
2012,452775,812,1000000,1010207,NULL,40,2,80,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,3,NULL,NULL,1220,22,1,6,68000,1,3,NULL,NULL,NULL,NULL
2012,454890,812,1000000,1010207,NULL,110,2,2,NULL,2,740,2,1,NULL,NULL,NULL,150000,5,5,99000,NULL,NULL,2,2,111000,2,3,12,1075,20,10
2012,455189,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,456802,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,462111,812,1000000,1010207,NULL,90,2,130,NULL,1,5100,1,1,NULL,NULL,NULL,604000,1,2,81040,NULL,NULL,1,1,81040,1,7,80,5369,43,3
2012,466710,812,1000000,1010207,NULL,50,2,50,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,5,2,38300,900,28,2,1,38300,2,4,NULL,NULL,NULL,6
2012,472676,812,1000000,1010207,430,60,2,1,NULL,2,1400,1,1,NULL,NULL,NULL,325000,8,2,120000,NULL,NULL,1,1,120000,1,4,19,1923,30,3
2012,479317,812,1000000,1010207,NULL,50,2,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,5,60040,1,3,NULL,NULL,NULL,NULL
2012,481276,812,1000000,1010207,NULL,80,2,110,NULL,1,870,1,1,NULL,NULL,NULL,170000,2,NULL,NULL,NULL,NULL,1,6,60000,1,5,23,1127,20,NULL
2012,492526,812,1000000,1010207,NULL,150,1,50,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,3,8,24100,953,47,1,3,24100,1,3,NULL,NULL,NULL,15
2012,493019,812,1000000,1010207,NULL,80,2,2,NULL,1,1400,1,1,NULL,NULL,NULL,230000,2,7,73000,NULL,NULL,3,3,73000,1,3,24,1487,20,13
2012,495921,812,1000000,1010207,320,50,2,1,NULL,2,800,2,1,NULL,NULL,NULL,205000,6,NULL,NULL,NULL,NULL,3,4,45000,1,3,34,1278,24,NULL
2012,499028,812,1000000,1010207,NULL,30,2,50,NULL,NULL,NULL,NULL,NULL,900,NULL,NULL,NULL,2,5,70000,980,17,2,2,70000,1,2,NULL,NULL,NULL,10
2012,503035,812,1000000,1010207,NULL,140,2,2,NULL,1,1900,1,1,NULL,NULL,NULL,390000,12,1,186000,NULL,NULL,1,1,186000,1,2,13,2040,47,1
2012,505123,812,1000000,1010207,NULL,130,2,120,NULL,1,1100,1,1,NULL,NULL,NULL,150000,6,7,32400,NULL,NULL,1,3,45700,1,5,36,1390,22,13
2012,506112,812,1000000,1010207,NULL,60,2,50,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,9,4,89300,2045,27,1,1,89300,1,3,NULL,NULL,NULL,9
2012,510377,812,1000000,1010207,NULL,90,2,20,NULL,2,1400,1,1,NULL,200,NULL,580000,10,1,123000,NULL,NULL,1,1,123000,1,4,18,1893,62,1
2012,512231,812,1000000,1010207,NULL,60,2,60,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,NULL,NULL,1520,21,1,5,86000,1,1,NULL,NULL,NULL,NULL
2012,523008,812,1000000,1010207,NULL,30,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,89000,2,NULL,NULL,NULL,NULL,2,4,14000,1,7,10,120,15,NULL
2012,527285,812,1000000,1010207,NULL,180,2,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,8,0,NULL,NULL,3,3,0,1,1,NULL,NULL,NULL,15
2012,529292,812,1000000,1010207,350,60,1,30,NULL,1,770,2,1,NULL,NULL,NULL,120000,5,5,57000,NULL,NULL,2,2,57000,1,5,26,1250,10,10
2012,534107,812,1000000,1010207,NULL,70,2,2,NULL,2,200,2,1,NULL,NULL,NULL,75000,3,NULL,NULL,NULL,NULL,1,6,8400,1,7,78,549,14,NULL
2012,537960,812,1000000,1010207,NULL,110,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,175000,1,NULL,NULL,NULL,NULL,1,7,36000,1,7,10,298,18,NULL
2012,538759,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,540497,812,1000000,1010207,NULL,250,2,90,NULL,1,1000,1,1,NULL,40,NULL,110000,4,7,56500,NULL,NULL,1,3,80000,1,7,23,1522,16,14
2012,541551,812,1000000,1010207,NULL,50,2,50,NULL,2,1500,1,1,NULL,NULL,NULL,335000,1,1,97000,NULL,NULL,2,1,97000,1,5,20,1653,42,1
2012,544029,812,1000000,1010207,NULL,150,2,2,NULL,1,2600,1,1,NULL,500,NULL,600000,14,1,200000,NULL,NULL,1,1,200000,1,3,20,3279,64,1
2012,546015,812,1000000,1010207,NULL,120,2,50,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,5,7,47900,1370,34,1,3,47900,1,1,NULL,NULL,NULL,13
2012,546403,812,1000000,1010207,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,9,1,72400,1243,21,2,1,72400,1,1,NULL,NULL,NULL,1
2012,549782,812,1000000,1010207,NULL,40,2,30,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,8,NULL,NULL,1289,21,1,4,73020,1,1,NULL,NULL,NULL,NULL
2012,556634,812,1000000,1010207,NULL,80,2,30,NULL,2,1800,2,1,NULL,NULL,NULL,375000,1,1,115010,NULL,NULL,1,1,115010,1,3,23,2243,33,1
2012,557713,812,1000000,1010207,NULL,120,2,2,NULL,1,1400,1,1,NULL,NULL,NULL,425000,1,NULL,NULL,NULL,NULL,1,6,72000,1,4,26,1570,32,NULL
2012,557824,812,1000000,1010207,NULL,2,2,60,NULL,NULL,NULL,NULL,NULL,1600,NULL,NULL,NULL,8,NULL,NULL,1660,11,1,7,188000,1,2,NULL,NULL,NULL,NULL
2012,562387,812,1000000,1010207,NULL,30,2,2,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,8,1,82700,1130,16,1,1,82700,1,2,NULL,NULL,NULL,1
2012,566552,812,1000000,1010207,NULL,40,2,30,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,2,NULL,NULL,1370,62,1,7,26600,1,3,NULL,NULL,NULL,NULL
2012,568784,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,572392,812,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,3,8,29800,NULL,NULL,1,3,29800,1,7,14,360,24,15
2012,574846,812,1000000,1010207,NULL,250,1,2,NULL,1,1200,1,1,NULL,NULL,NULL,164000,2,3,78800,NULL,NULL,1,1,78800,1,4,23,1516,19,7
2012,578064,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,579095,812,1000000,1010207,NULL,30,2,100,NULL,1,1400,1,1,NULL,NULL,NULL,200000,8,1,111000,NULL,NULL,1,1,111000,1,2,17,1597,32,1
2012,585797,812,1000000,1010207,NULL,80,2,2,NULL,NULL,NULL,NULL,NULL,1700,NULL,NULL,NULL,8,1,150000,1780,14,1,1,150000,1,3,NULL,NULL,NULL,1
2012,593001,812,1000000,1010207,NULL,140,2,2,NULL,1,990,1,1,NULL,NULL,NULL,300000,2,1,41850,NULL,NULL,1,1,41850,1,5,35,1213,25,4
2012,593089,812,1000000,1010207,NULL,100,2,2,NULL,2,1200,1,1,NULL,NULL,NULL,170000,7,1,65260,NULL,NULL,2,1,65260,1,4,25,1383,25,1
2012,593957,812,1000000,1010207,NULL,140,2,2,NULL,1,1100,1,1,NULL,NULL,NULL,175000,8,7,138510,NULL,NULL,1,3,138510,1,3,11,1248,24,13
2012,597856,812,1000000,1010207,NULL,180,2,2,NULL,1,310,1,1,NULL,NULL,NULL,96000,5,NULL,NULL,NULL,NULL,1,4,22400,1,6,29,550,27,NULL
2012,598353,812,1000000,1010207,NULL,4,2,20,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,11,1,45260,1551,41,1,1,45260,1,1,NULL,NULL,NULL,2
2012,599735,812,1000000,1010207,NULL,500,2,2,NULL,1,1700,1,1,NULL,NULL,NULL,130000,8,2,50000,NULL,NULL,3,1,50000,1,4,56,2350,14,3
2012,601345,812,1000000,1010207,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,5,NULL,NULL,680,30,1,4,27600,1,2,NULL,NULL,NULL,NULL
2012,601543,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,602212,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,604227,812,1000000,1010207,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,3,NULL,NULL,640,48,1,6,16000,1,1,NULL,NULL,NULL,NULL
2012,605165,812,1000000,1010207,NULL,150,2,10,NULL,1,1900,1,1,NULL,NULL,NULL,410000,9,NULL,NULL,NULL,NULL,1,5,205000,1,4,12,2081,48,NULL
2012,606337,812,1000000,1010207,NULL,60,2,2,NULL,1,1600,1,1,NULL,NULL,NULL,275000,2,NULL,NULL,NULL,NULL,1,6,36000,1,5,56,1668,26,NULL
2012,606668,812,1000000,1010207,NULL,180,2,2,NULL,1,1400,1,1,NULL,300,NULL,365000,1,5,62500,NULL,NULL,1,2,62500,1,5,36,1883,23,10
2012,613504,812,1000000,1010207,NULL,30,2,50,NULL,1,910,1,1,NULL,NULL,NULL,130000,5,7,13200,NULL,NULL,2,3,13200,1,3,95,1043,8,13
2012,613888,812,1000000,1010207,NULL,200,2,50,NULL,1,2700,2,1,NULL,NULL,NULL,520000,8,2,420000,NULL,NULL,4,1,420000,1,3,10,3500,64,3
2012,615409,812,1000000,1010207,NULL,200,2,2,NULL,1,970,1,1,NULL,NULL,NULL,115000,5,1,52000,NULL,NULL,1,1,52000,1,5,29,1237,19,4
2012,616970,812,1000000,1010207,NULL,160,1,2,NULL,2,210,2,1,NULL,NULL,NULL,120000,1,7,16400,NULL,NULL,1,3,16400,1,5,41,555,20,13
2012,617566,812,1000000,1010207,NULL,300,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,190000,1,NULL,NULL,NULL,NULL,1,6,12000,1,5,48,479,15,NULL
2012,618472,812,1000000,1010207,NULL,220,1,2,NULL,1,910,1,1,NULL,NULL,NULL,150000,5,6,23400,NULL,NULL,1,2,23400,1,6,61,1190,14,12
2012,626956,812,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,450,NULL,NULL,NULL,1,NULL,NULL,450,41,1,5,13150,1,4,NULL,NULL,NULL,NULL
2012,628569,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,629265,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,631282,812,1000000,1010207,NULL,120,1,70,NULL,1,680,1,1,NULL,NULL,NULL,82000,8,7,35400,NULL,NULL,2,3,65400,1,4,19,1037,18,13
2012,633375,812,1000000,1010207,NULL,100,2,50,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,3,3,22800,1654,87,1,1,22800,1,1,NULL,NULL,NULL,7
2012,636936,812,1000000,1010207,350,30,2,1,NULL,1,1200,1,1,NULL,NULL,NULL,250000,12,NULL,NULL,NULL,NULL,1,6,110000,1,3,17,1580,30,NULL
2012,643011,812,1000000,1010207,NULL,300,2,2,NULL,1,1400,1,1,NULL,NULL,NULL,235000,3,8,145200,NULL,NULL,1,3,145200,1,6,16,1892,25,15
2012,643451,812,1000000,1010207,NULL,500,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1000000,1,NULL,NULL,NULL,NULL,1,7,83000,1,2,22,1524,52,NULL
2012,644359,812,1000000,1010207,NULL,50,2,110,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,450000,1,NULL,NULL,NULL,NULL,1,6,222000,1,5,3,509,36,NULL
2012,647524,812,1000000,1010207,140,40,2,2,NULL,2,1500,1,1,NULL,NULL,NULL,173000,9,NULL,NULL,NULL,NULL,1,4,55000,1,4,37,1705,24,NULL
2012,650446,812,1000000,1010207,NULL,30,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300000,3,4,25900,NULL,NULL,1,1,25900,1,6,13,281,20,9
2012,653021,812,1000000,1010207,NULL,80,2,3,NULL,NULL,NULL,NULL,NULL,2000,NULL,NULL,NULL,1,NULL,NULL,2080,25,1,5,100000,1,1,NULL,NULL,NULL,NULL
2012,655411,812,1000000,1010207,NULL,100,2,50,NULL,2,840,1,1,NULL,NULL,NULL,200000,3,NULL,NULL,NULL,NULL,1,5,139000,1,5,9,993,25,NULL
2012,658124,812,1000000,1010207,NULL,30,1,30,NULL,NULL,NULL,NULL,NULL,180,NULL,NULL,NULL,5,NULL,NULL,240,41,1,6,7000,1,4,NULL,NULL,NULL,NULL
2012,659388,812,1000000,1010207,NULL,200,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,2,1,101400,NULL,NULL,2,1,101400,1,6,5,434,24,1
2012,662093,812,1000000,1010207,NULL,90,2,2,NULL,1,710,1,1,NULL,NULL,NULL,120000,5,1,59000,NULL,NULL,1,1,59800,1,3,17,830,24,1
2012,662810,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,673260,812,1000000,1010207,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,674733,812,1000000,1010207,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,260,NULL,NULL,NULL,3,8,28500,260,11,2,3,28500,1,5,NULL,NULL,NULL,15
2012,678061,812,1000000,1010207,NULL,70,2,50,NULL,1,1500,1,1,NULL,NULL,NULL,300000,1,1,160000,NULL,NULL,1,1,160000,1,3,12,1648,24,1
2012,680087,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,683357,812,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,1600,NULL,NULL,NULL,10,NULL,NULL,1684,24,1,7,85000,1,1,NULL,NULL,NULL,NULL
2012,684850,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,688157,812,1000000,1010207,NULL,10,2,30,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,3,1,81500,876,13,2,1,81500,1,2,NULL,NULL,NULL,1
2012,689019,812,1000000,1010207,NULL,140,2,180,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,3,4,10100,993,101,2,1,10100,1,7,NULL,NULL,NULL,9
2012,689344,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,692306,812,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,693111,812,1000000,1010207,NULL,120,2,100,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,8,2,154000,3320,26,1,1,154000,1,1,NULL,NULL,NULL,3
2012,693559,812,1000000,1010207,NULL,120,2,10,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,270000,1,4,54300,NULL,NULL,1,1,54300,1,7,8,376,27,9
2012,695879,812,1000000,1010207,NULL,120,2,2,NULL,1,1800,1,1,NULL,170,NULL,460000,12,1,150000,NULL,NULL,1,1,150000,1,3,17,2140,1,1
2012,696158,812,1000000,1010207,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,13,NULL,NULL,730,101,3,4,6000,1,1,NULL,NULL,NULL,NULL
