YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT
2012,646792,815,1000000,1010207,NULL,1,2,60,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,8,NULL,NULL,944,34,1,6,33000,1,1,NULL,NULL,NULL,NULL
2012,647796,815,1000000,1010207,NULL,110,2,2,NULL,1,2600,1,1,NULL,NULL,NULL,430000,2,NULL,NULL,NULL,NULL,1,5,135010,1,3,24,2748,33,NULL
2012,647813,815,1000000,1010207,NULL,230,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,3,1,85000,NULL,NULL,1,1,85000,1,6,8,576,25,1
2012,649741,815,1000000,1010207,NULL,80,2,130,NULL,2,2000,2,1,NULL,NULL,NULL,520000,2,NULL,NULL,NULL,NULL,1,4,56000,1,6,54,2540,32,NULL
2012,653043,815,1000000,1010207,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,6,NULL,NULL,900,101,1,4,5000,1,1,NULL,NULL,NULL,NULL
2012,654479,815,1000000,1010207,250,130,2,2,NULL,2,850,1,1,NULL,NULL,NULL,167000,9,7,44100,NULL,NULL,1,3,44100,1,1,35,1272,20,13
2012,660474,815,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,610,NULL,NULL,NULL,10,NULL,NULL,610,25,1,4,29400,1,1,NULL,NULL,NULL,NULL
2012,661094,815,1000000,1010207,NULL,60,2,60,NULL,1,880,1,1,NULL,NULL,NULL,148000,3,NULL,NULL,NULL,NULL,2,4,32000,1,1,39,1040,18,NULL
2012,661450,815,1000000,1010207,NULL,80,2,2,NULL,1,1800,1,1,NULL,NULL,NULL,410000,9,NULL,NULL,NULL,NULL,1,6,63000,1,4,36,1903,38,NULL
2012,661595,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,666517,815,1000000,1010207,NULL,250,2,20,NULL,1,1400,1,1,NULL,NULL,NULL,175000,3,5,75000,NULL,NULL,1,2,75000,1,3,27,1674,32,10
2012,671841,815,1000000,1010207,NULL,50,2,1,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,6,NULL,NULL,1000,15,1,4,80000,1,1,NULL,NULL,NULL,NULL
2012,673253,815,1000000,1010207,NULL,110,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,5,2,43100,1114,31,1,1,43100,1,2,NULL,NULL,NULL,3
2012,673608,815,1000000,1010207,NULL,90,2,2,NULL,NULL,NULL,NULL,NULL,1700,NULL,NULL,NULL,6,1,66000,1850,34,3,1,66000,1,1,NULL,NULL,NULL,1
2012,679157,815,1000000,1010207,NULL,350,2,130,NULL,1,500,1,1,NULL,NULL,NULL,325000,5,8,19324,NULL,NULL,1,3,19324,1,7,73,1172,32,15
2012,681717,815,1000000,1010207,430,40,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,140000,5,NULL,NULL,NULL,NULL,1,6,38900,1,4,16,527,15,NULL
2012,681757,815,1000000,1010207,NULL,90,2,40,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,14,NULL,NULL,1513,21,1,7,88000,1,1,NULL,NULL,NULL,NULL
2012,684685,815,1000000,1010207,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,8,NULL,NULL,1413,4,1,4,395000,1,2,NULL,NULL,NULL,NULL
2012,686770,815,1000000,1010207,NULL,40,2,40,NULL,1,1600,1,1,NULL,NULL,NULL,200000,4,1,85000,NULL,NULL,2,1,85000,1,3,24,1710,29,1
2012,686881,815,1000000,1010207,NULL,40,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,160000,6,NULL,NULL,NULL,NULL,1,7,73100,1,6,3,172,23,NULL
2012,687435,815,1000000,1010207,NULL,140,2,20,NULL,1,1700,1,1,NULL,550,NULL,320000,5,1,105000,NULL,NULL,1,1,105000,1,6,28,2481,32,1
2012,688668,815,1000000,1010207,90,80,2,2,NULL,2,1700,1,1,NULL,NULL,NULL,250000,7,1,74600,NULL,NULL,3,1,74600,1,4,30,1873,30,1
2012,690926,815,1000000,1010207,NULL,20,2,30,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,NULL,6,NULL,NULL,692,78,1,4,10700,1,3,NULL,NULL,NULL,NULL
2012,692546,815,1000000,1010207,NULL,200,2,2,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,4,NULL,NULL,2250,53,1,5,51000,1,1,NULL,NULL,NULL,NULL
2012,695577,815,1000000,1010207,420,40,2,1,NULL,2,410,2,1,NULL,NULL,NULL,125000,4,1,89000,NULL,NULL,1,1,89000,1,2,13,937,15,1
2012,698878,815,1000000,1010207,NULL,150,2,220,NULL,2,2100,1,1,NULL,NULL,NULL,280000,3,3,120000,NULL,NULL,1,1,120000,1,2,26,2556,24,7
2012,700327,815,1000000,1010207,NULL,50,2,20,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,5,NULL,NULL,816,16,1,5,62000,1,2,NULL,NULL,NULL,NULL
2012,702570,815,1000000,1010207,NULL,230,2,2,NULL,1,2900,1,1,NULL,270,NULL,625000,8,2,200000,NULL,NULL,1,1,200000,1,4,21,3430,46,3
2012,705117,815,1000000,1010207,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,4,1,46000,960,25,1,1,46000,1,1,NULL,NULL,NULL,1
2012,706448,815,1000000,1010207,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,NULL,NULL,1450,34,1,7,51200,1,1,NULL,NULL,NULL,NULL
2012,706983,815,1000000,1010207,NULL,20,2,10,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,6,1,41000,730,21,1,1,41000,1,2,NULL,NULL,NULL,1
2012,708383,815,1000000,1010207,NULL,150,2,20,NULL,1,1300,1,1,NULL,NULL,NULL,250000,3,NULL,NULL,NULL,NULL,1,4,84050,1,4,22,1570,27,NULL
2012,717848,815,1000000,1010207,280,100,2,10,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,290000,6,NULL,NULL,NULL,NULL,1,6,36000,1,4,23,691,38,NULL
2012,718383,815,1000000,1010207,NULL,40,2,50,NULL,2,980,2,1,NULL,330,NULL,500000,3,NULL,NULL,NULL,NULL,1,6,113900,1,7,22,2125,37,NULL
2012,719976,815,1000000,1010207,NULL,30,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,275000,5,NULL,NULL,NULL,NULL,1,6,80000,1,6,4,272,26,NULL
2012,721332,815,1000000,1010207,210,40,2,80,NULL,2,1200,1,1,NULL,NULL,NULL,165000,6,1,100000,NULL,NULL,3,1,100000,1,4,18,1540,19,1
2012,721811,815,1000000,1010207,NULL,120,1,2,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,6,5,0,920,58,1,2,19000,1,3,NULL,NULL,NULL,11
2012,722728,815,1000000,1010207,NULL,150,1,60,NULL,NULL,NULL,NULL,NULL,450,NULL,NULL,NULL,1,8,11400,670,71,1,3,11400,1,4,NULL,NULL,NULL,15
2012,723694,815,1000000,1010207,NULL,60,2,60,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,3,NULL,NULL,1425,27,1,6,63000,1,1,NULL,NULL,NULL,NULL
2012,723970,815,1000000,1010207,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,3,1,125000,1352,13,1,1,125000,1,4,NULL,NULL,NULL,1
2012,725720,815,1000000,1010207,NULL,40,2,40,NULL,1,930,1,1,NULL,NULL,NULL,300000,3,NULL,NULL,NULL,NULL,1,6,77000,1,5,16,1013,31,NULL
2012,726543,815,1000000,1010207,NULL,50,1,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7,23300,NULL,NULL,1,3,23300,1,3,NULL,NULL,NULL,13
2012,727876,815,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,200000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,727901,815,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400,NULL,1,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,729701,815,1000000,1010207,NULL,100,2,150,NULL,2,1500,2,1,NULL,NULL,NULL,650000,1,1,361000,NULL,NULL,1,1,361000,1,5,7,2192,42,1
2012,731457,815,1000000,1010207,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,11,NULL,NULL,980,23,1,5,50100,1,2,NULL,NULL,NULL,NULL
2012,731587,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,734690,815,1000000,1010207,250,2,2,3,NULL,1,900,1,1,NULL,NULL,NULL,349000,7,NULL,NULL,NULL,NULL,1,6,33600,1,1,41,1150,35,NULL
2012,736359,815,1000000,1010207,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,8,NULL,NULL,1080,26,1,4,50000,1,1,NULL,NULL,NULL,NULL
2012,738184,815,1000000,1010207,280,20,2,1,NULL,2,520,1,1,NULL,NULL,NULL,95000,4,NULL,NULL,NULL,NULL,1,6,51800,1,5,19,834,12,NULL
2012,740854,815,1000000,1010207,NULL,80,2,140,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,460000,3,4,58300,NULL,NULL,1,1,58300,1,7,13,629,41,9
2012,747897,815,1000000,1010207,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,5,NULL,NULL,850,26,1,4,39100,1,2,NULL,NULL,NULL,NULL
2012,749731,815,1000000,1010207,NULL,150,2,2,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,3,5,58000,1713,24,1,2,85600,1,3,NULL,NULL,NULL,10
2012,751371,815,1000000,1010207,NULL,80,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,275000,5,3,79100,NULL,NULL,1,1,79100,1,7,6,414,27,7
2012,754072,815,1000000,1010207,390,1,2,1,NULL,1,900,2,1,NULL,NULL,NULL,180000,5,NULL,NULL,NULL,NULL,2,6,14000,2,2,101,1373,22,NULL
2012,754459,815,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,88000,NULL,NULL,1,1,88000,1,1,NULL,NULL,NULL,1
2012,756664,815,1000000,1010207,NULL,60,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,175000,3,4,42740,NULL,NULL,1,1,42740,1,7,8,297,23,9
2012,759184,815,1000000,1010207,NULL,50,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,85000,5,NULL,NULL,NULL,NULL,3,4,38000,1,5,3,99,11,NULL
2012,759803,815,1000000,1010207,NULL,20,1,3,NULL,NULL,NULL,NULL,NULL,660,NULL,NULL,NULL,5,7,43000,680,19,1,3,43000,1,1,NULL,NULL,NULL,13
2012,760638,815,1000000,1010207,NULL,50,2,130,NULL,1,1900,1,1,NULL,NULL,NULL,460000,5,1,119350,NULL,NULL,1,1,119350,1,1,21,2138,36,1
2012,761713,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,761768,815,1000000,1010207,160,90,2,20,NULL,2,1300,1,1,NULL,NULL,NULL,209000,8,1,130500,NULL,NULL,1,1,130500,1,3,16,1701,18,1
2012,762581,815,1000000,1010207,NULL,150,2,140,NULL,1,1900,1,1,NULL,NULL,NULL,310000,5,NULL,NULL,NULL,NULL,1,7,107200,1,1,25,2219,27,NULL
2012,762705,815,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,8,NULL,NULL,1100,17,1,5,80000,1,1,NULL,NULL,NULL,NULL
2012,766483,815,1000000,1010207,NULL,140,2,2,NULL,1,640,1,1,NULL,220,NULL,270000,3,NULL,NULL,NULL,NULL,1,6,41200,1,4,30,1042,13,NULL
2012,767869,815,1000000,1010207,NULL,50,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,190000,3,4,68800,NULL,NULL,1,1,68800,1,7,5,268,23,9
2012,771638,815,1000000,1010207,NULL,160,2,160,NULL,1,2200,1,1,NULL,NULL,NULL,353000,4,1,150000,NULL,NULL,1,1,150000,1,1,20,2525,27,1
2012,775203,815,1000000,1010207,NULL,250,2,100,NULL,2,1500,1,1,NULL,NULL,NULL,200000,4,1,105000,NULL,NULL,1,1,105000,1,5,21,1854,19,1
2012,776699,815,1000000,1010207,NULL,90,2,10,NULL,1,1500,1,1,NULL,NULL,NULL,285000,5,NULL,NULL,NULL,NULL,1,5,135000,1,4,15,1642,24,NULL
2012,779309,815,1000000,1010207,260,220,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,6,NULL,NULL,NULL,NULL,1,6,43100,1,6,18,662,26,NULL
2012,779426,815,1000000,1010207,NULL,60,2,2,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,9,NULL,NULL,1060,23,1,6,56000,1,1,NULL,NULL,NULL,NULL
2012,780365,815,1000000,1010207,NULL,60,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300000,6,4,42000,NULL,NULL,4,1,42000,2,6,14,485,44,9
2012,780994,815,1000000,1010207,220,80,2,20,NULL,1,950,1,1,NULL,NULL,NULL,155000,6,NULL,NULL,NULL,NULL,1,6,48000,1,3,32,1270,21,NULL
2012,781139,815,1000000,1010207,NULL,50,2,20,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,NULL,5,3,1200,710,101,1,1,1200,1,1,NULL,NULL,NULL,7
2012,786475,815,1000000,1010207,NULL,40,2,20,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,4,NULL,NULL,740,59,4,6,15000,1,2,NULL,NULL,NULL,NULL
2012,787386,815,1000000,1010207,NULL,50,2,60,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,5,NULL,NULL,1630,42,1,4,47000,1,3,NULL,NULL,NULL,NULL
2012,788068,815,1000000,1010207,NULL,50,2,1,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,8,NULL,NULL,1267,22,1,6,68000,1,3,NULL,NULL,NULL,NULL
2012,791184,815,1000000,1010207,340,140,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,240000,5,NULL,NULL,NULL,NULL,1,4,62000,1,3,33,1680,27,NULL
2012,794840,815,1000000,1010207,NULL,90,2,60,NULL,2,1400,1,1,NULL,NULL,NULL,450000,4,2,152000,NULL,NULL,1,1,152000,1,5,13,1663,24,3
2012,796603,815,1000000,1010207,NULL,170,2,2,NULL,1,1500,1,1,NULL,NULL,NULL,500000,3,1,125000,NULL,NULL,1,1,125000,1,5,16,1695,39,1
2012,798469,815,1000000,1010207,NULL,250,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,565000,4,NULL,NULL,NULL,NULL,1,6,44700,1,3,19,704,43,NULL
2012,799601,815,1000000,1010207,190,80,2,2,NULL,2,810,2,1,NULL,NULL,NULL,150000,7,NULL,NULL,NULL,NULL,1,5,67300,1,3,22,1230,24,NULL
2012,801933,815,1000000,1010207,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,13,NULL,NULL,968,101,1,4,4000,1,1,NULL,NULL,NULL,NULL
2012,803172,815,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,5,NULL,NULL,750,100,1,6,9000,1,1,NULL,NULL,NULL,NULL
2012,803201,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,804396,815,1000000,1010207,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,620,NULL,NULL,NULL,6,7,10000,650,25,2,3,31000,1,5,NULL,NULL,NULL,13
2012,806924,815,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1600,NULL,1,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,809267,815,1000000,1010207,NULL,60,2,20,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,8,3,82000,1486,22,1,1,82000,1,1,NULL,NULL,NULL,7
2012,810486,815,1000000,1010207,NULL,150,2,2,NULL,2,830,2,1,NULL,NULL,NULL,380000,4,1,124630,NULL,NULL,1,1,124630,1,4,12,1297,30,1
2012,811727,815,1000000,1010207,NULL,80,2,3,NULL,NULL,NULL,NULL,NULL,870,NULL,NULL,NULL,9,NULL,NULL,950,44,1,6,26000,1,1,NULL,NULL,NULL,NULL
2012,812256,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,812657,815,1000000,1010207,NULL,60,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,14,NULL,NULL,1110,44,1,4,30000,1,1,NULL,NULL,NULL,NULL
2012,813263,815,1000000,1010207,NULL,250,2,2,NULL,1,2600,1,1,NULL,270,NULL,700000,1,1,555000,NULL,NULL,1,1,555000,1,1,7,3170,62,1
2012,815204,815,1000000,1010207,170,80,2,50,NULL,2,510,2,1,NULL,NULL,NULL,50000,5,1,91600,NULL,NULL,1,1,91600,1,3,11,828,1,1
2012,815220,815,1000000,1010207,NULL,50,2,20,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,7,1,52000,725,17,3,1,52000,1,1,NULL,NULL,NULL,1
2012,815364,815,1000000,1010207,NULL,300,2,300,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,689000,1,NULL,NULL,NULL,NULL,1,6,254000,1,5,6,1341,42,NULL
2012,816619,815,1000000,1010207,NULL,130,2,2,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,7,55900,1580,34,1,3,55900,1,3,NULL,NULL,NULL,13
2012,819619,815,1000000,1010207,230,60,2,2,NULL,1,730,1,1,NULL,NULL,NULL,100000,6,1,181800,NULL,NULL,1,1,181800,1,3,7,1020,9,1
2012,833138,815,1000000,1010207,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,7,2,20000,670,40,2,1,20000,1,3,NULL,NULL,NULL,3
2012,833152,815,1000000,1010207,300,50,2,3,NULL,1,580,1,1,NULL,NULL,NULL,40000,5,NULL,NULL,NULL,NULL,1,6,34000,1,4,33,930,10,NULL
2012,836106,815,1000000,1010207,NULL,200,2,50,NULL,2,1200,2,1,NULL,NULL,NULL,350000,16,NULL,NULL,NULL,NULL,2,4,165000,1,1,16,2175,65,NULL
2012,843987,815,1000000,1010207,NULL,150,2,70,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,13,1,55700,1150,25,1,1,55700,1,3,NULL,NULL,NULL,1
2012,849469,815,1000000,1010207,NULL,380,2,30,NULL,1,3900,1,1,NULL,230,NULL,680000,4,2,549200,NULL,NULL,2,1,549200,1,6,10,4715,37,3
2012,852461,815,1000000,1010207,NULL,20,2,200,NULL,1,1200,1,1,NULL,NULL,NULL,200000,3,NULL,NULL,NULL,NULL,1,4,30000,1,5,58,1445,18,NULL
2012,854297,815,1000000,1010207,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,250,NULL,NULL,NULL,8,NULL,NULL,250,16,1,7,18500,1,5,NULL,NULL,NULL,NULL
2012,856380,815,1000000,1010207,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,3,NULL,NULL,620,26,1,4,28800,1,1,NULL,NULL,NULL,NULL
2012,859388,815,1000000,1010207,NULL,20,2,20,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,NULL,NULL,1455,17,1,6,102380,1,2,NULL,NULL,NULL,NULL
2012,861712,815,1000000,1010207,160,100,2,20,NULL,2,380,1,1,NULL,NULL,NULL,110000,6,NULL,NULL,NULL,NULL,1,7,104000,1,5,8,690,14,NULL
2012,862128,815,1000000,1010207,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,NULL,5,NULL,NULL,670,25,1,4,32000,1,1,NULL,NULL,NULL,NULL
2012,865136,815,1000000,1010207,NULL,90,2,2,NULL,1,1500,1,1,NULL,NULL,NULL,250000,2,1,32000,NULL,NULL,3,1,32000,1,1,60,1593,23,2
2012,865389,815,1000000,1010207,NULL,50,1,3,NULL,NULL,NULL,NULL,NULL,480,NULL,NULL,NULL,4,1,23800,530,27,1,1,23800,1,2,NULL,NULL,NULL,4
2012,868542,815,1000000,1010207,NULL,40,2,80,NULL,2,100,2,1,NULL,NULL,NULL,200000,3,1,92050,NULL,NULL,2,1,92050,1,5,6,427,23,1
2012,871121,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,874051,815,1000000,1010207,NULL,60,2,60,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,6,NULL,NULL,1320,35,1,5,44900,1,1,NULL,NULL,NULL,NULL
2012,874247,815,1000000,1010207,200,1,1,1,NULL,1,350,1,1,NULL,NULL,NULL,1100,1,NULL,NULL,NULL,NULL,1,4,730,1,2,101,550,1,NULL
2012,875493,815,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,2,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,879728,815,1000000,1010207,NULL,60,2,2,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,6,NULL,NULL,840,63,1,6,16000,1,3,NULL,NULL,NULL,NULL
2012,884410,815,1000000,1010207,NULL,140,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,17000,NULL,NULL,5,1,17000,1,3,NULL,NULL,NULL,1
2012,890923,815,1000000,1010207,NULL,40,1,50,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,5,NULL,NULL,691,101,1,6,6700,1,3,NULL,NULL,NULL,NULL
2012,892612,815,1000000,1010207,350,60,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,40000,4,NULL,NULL,NULL,NULL,1,6,24900,1,4,22,465,11,NULL
2012,895019,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,900987,815,1000000,1010207,NULL,300,2,300,NULL,1,1000,1,1,NULL,NULL,NULL,300000,3,3,520600,NULL,NULL,4,1,520600,1,5,4,1621,32,7
2012,904811,815,1000000,1010207,NULL,70,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,250000,3,NULL,NULL,NULL,NULL,1,6,76380,1,5,20,1295,29,NULL
2012,905020,815,1000000,1010207,220,100,2,140,NULL,2,1400,1,1,NULL,NULL,NULL,240000,7,1,220000,NULL,NULL,1,1,220000,1,5,11,1927,27,1
2012,905463,815,1000000,1010207,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,3,NULL,NULL,820,33,1,4,30001,1,1,NULL,NULL,NULL,NULL
2012,905725,815,1000000,1010207,NULL,70,2,3,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,5,NULL,NULL,772,34,1,4,27000,1,1,NULL,NULL,NULL,NULL
2012,906188,815,1000000,1010207,NULL,400,2,2,NULL,1,5100,1,1,NULL,NULL,NULL,900000,3,2,180280,NULL,NULL,1,1,180280,1,3,37,5575,57,3
2012,907259,815,1000000,1010207,NULL,180,1,3,NULL,NULL,NULL,NULL,NULL,550,NULL,NULL,NULL,3,5,18000,730,49,1,2,18000,1,3,NULL,NULL,NULL,11
2012,911538,815,1000000,1010207,NULL,40,2,10,NULL,NULL,NULL,NULL,NULL,1600,NULL,NULL,NULL,1,NULL,NULL,1653,25,4,7,78300,1,1,NULL,NULL,NULL,NULL
2012,914151,815,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,915670,815,1000000,1010207,NULL,60,2,20,NULL,2,790,2,1,NULL,90,NULL,350000,4,4,79500,NULL,NULL,1,1,79500,1,6,16,1061,7,9
2012,915732,815,1000000,1010207,NULL,90,2,20,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,14,NULL,NULL,1118,101,2,4,8000,1,1,NULL,NULL,NULL,NULL
2012,922356,815,1000000,1010207,400,40,2,1,NULL,1,570,1,1,NULL,NULL,NULL,130000,4,5,60500,NULL,NULL,1,2,60500,1,1,20,1010,14,10
2012,924652,815,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,220,NULL,NULL,NULL,7,4,32400,220,8,1,1,32400,1,1,NULL,NULL,NULL,9
2012,927847,815,1000000,1010207,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,6,7,74000,970,16,3,3,74000,1,1,NULL,NULL,NULL,13
2012,930155,815,1000000,1010207,NULL,50,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,400000,4,NULL,NULL,NULL,NULL,1,4,43170,1,5,16,592,49,NULL
2012,930493,815,1000000,1010207,NULL,80,2,2,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,NULL,NULL,1483,30,1,6,60100,1,1,NULL,NULL,NULL,NULL
2012,930635,815,1000000,1010207,210,40,2,2,NULL,2,880,1,1,NULL,NULL,NULL,188000,6,NULL,NULL,NULL,NULL,1,6,35420,1,3,39,1148,19,NULL
2012,936141,815,1000000,1010207,NULL,130,2,2,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,3,NULL,NULL,1430,12,1,7,142000,1,2,NULL,NULL,NULL,NULL
2012,937451,815,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750,NULL,2,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,943548,815,1000000,1010207,NULL,130,2,30,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,5,NULL,NULL,1460,44,1,6,40000,1,1,NULL,NULL,NULL,NULL
